"","SNP","Gene","chr","start","end","width","strand"
"631","NsiI.TP409721","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-"
"632","NsiI.TP409721","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+"
"633","NsiI.TP409721","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-"
"634","NsiI.TP409721","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-"
"635","NsiI.TP409721","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+"
"636","NsiI.TP409721","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-"
"637","NsiI.TP409721","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-"
"638","NsiI.TP415575","Sobic.009G186300.1","Chr09",53920131,53923447,3317,"-"
"639","NsiI.TP42003","Sobic.008G191800.1","Chr08",62544046,62545439,1394,"-"
"640","NsiI.TP434679","Sobic.003G128575.1","Chr03",11840730,11841718,989,"-"
"641","NsiI.TP459060","Sobic.010G006100.2","Chr10",495563,496714,1152,"-"
"642","NsiI.TP465791","Sobic.001G475900.1","Chr01",74814983,74820643,5661,"+"
"643","NsiI.TP465791","Sobic.001G476000.1","Chr01",74820847,74822682,1836,"+"
"644","NsiI.TP465791","Sobic.001G475900.1","Chr01",74814983,74820643,5661,"+"
"645","NsiI.TP465791","Sobic.001G476000.1","Chr01",74820847,74822682,1836,"+"
"646","NsiI.TP494603","Sobic.002G220900.1","Chr02",61262610,61269841,7232,"+"
"647","NsiI.TP494603","Sobic.002G221000.1","Chr02",61270216,61273127,2912,"+"
"648","NsiI.TP494603","Sobic.002G220900.1","Chr02",61262610,61269841,7232,"+"
"649","NsiI.TP494603","Sobic.002G221000.1","Chr02",61270216,61273127,2912,"+"
"650","NsiI.TP509742","Sobic.009G125400.1","Chr09",47848523,47861791,13269,"+"
"651","NsiI.TP509742","Sobic.009G125400.2","Chr09",47848523,47861791,13269,"+"
"652","NsiI.TP515167","Sobic.004G351600.1","Chr04",68019739,68025304,5566,"+"
"653","NsiI.TP515167","Sobic.004G351600.2","Chr04",68019739,68025304,5566,"+"
"654","NsiI.TP515167","Sobic.004G351600.3","Chr04",68019739,68025344,5606,"+"
"655","NsiI.TP515167","Sobic.004G351600.4","Chr04",68019739,68025356,5618,"+"
"656","NsiI.TP515167","Sobic.004G351600.5","Chr04",68019739,68025356,5618,"+"
"657","NsiI.TP515167","Sobic.004G351600.6","Chr04",68020858,68025379,4522,"+"
"658","NsiI.TP525011","Sobic.010G005401.1","Chr10",448862,451672,2811,"+"
"659","NsiI.TP525011","Sobic.010G005500.1","Chr10",451673,455105,3433,"-"
"660","NsiI.TP525011","Sobic.010G005401.1","Chr10",448862,451672,2811,"+"
"661","NsiI.TP525011","Sobic.010G005500.1","Chr10",451673,455105,3433,"-"
"662","NsiI.TP575555","Sobic.002G023900.1","Chr02",2228532,2234882,6351,"+"
"663","NsiI.TP575618","Sobic.007G039100.1","Chr07",3776104,3779183,3080,"+"
"664","NsiI.TP616137","Sobic.006G225200.2","Chr06",57073099,57075527,2429,"+"
"665","NsiI.TP617177","Sobic.002G166800.1","Chr02",52051169,52057433,6265,"+"
"666","NsiI.TP667008","Sobic.008G016000.1","Chr08",1325600,1330859,5260,"+"
"667","NsiI.TP667008","Sobic.008G016000.2","Chr08",1326551,1330859,4309,"+"
"668","NsiI.TP681203","Sobic.001G106200.1","Chr01",8180004,8187693,7690,"+"
"669","NsiI.TP726681","Sobic.003G287400.1","Chr03",62053854,62061425,7572,"+"
"670","NsiI.TP726681","Sobic.003G287400.2","Chr03",62053854,62061425,7572,"+"
"671","NsiI.TP753743","Sobic.009G102600.1","Chr09",41081738,41088543,6806,"-"
"672","NsiI.TP762015","Sobic.007G008800.1","Chr07",820415,824800,4386,"+"
"673","NsiI.TP762015","Sobic.007G008800.2","Chr07",820415,824800,4386,"+"
"674","NsiI.TP779177","Sobic.004G298250.1","Chr04",63761872,63762755,884,"+"
"675","NsiI.TP779177","Sobic.004G298300.2","Chr04",63763373,63767729,4357,"+"
"676","NsiI.TP779177","Sobic.004G298250.1","Chr04",63761872,63762755,884,"+"
"677","NsiI.TP779177","Sobic.004G298300.2","Chr04",63763373,63767729,4357,"+"
"678","NsiI.TP90957","Sobic.009G253500.1","Chr09",58752077,58753372,1296,"-"
"679","NsiI.TP90957","Sobic.009G253600.1","Chr09",58754868,58755845,978,"-"
"680","NsiI.TP90957","Sobic.009G253500.1","Chr09",58752077,58753372,1296,"-"
"681","NsiI.TP90957","Sobic.009G253600.1","Chr09",58754868,58755845,978,"-"
"682","PstI.TP1025634","Sobic.002G347300.1","Chr02",71274474,71279160,4687,"+"
"683","PstI.TP1026977","Sobic.004G279300.1","Chr04",62205986,62209047,3062,"+"
"684","PstI.TP1044533","Sobic.010G009466.1","Chr10",780383,783170,2788,"+"
"685","PstI.TP107240","Sobic.008G192700.1","Chr08",62617685,62621880,4196,"+"
"686","PstI.TP107240","Sobic.008G192700.2","Chr08",62617685,62621880,4196,"+"
"687","PstI.TP107240","Sobic.008G192800.3","Chr08",62622079,62627522,5444,"+"
"688","PstI.TP107240","Sobic.008G192800.4","Chr08",62622079,62627522,5444,"+"
"689","PstI.TP107240","Sobic.008G192800.6","Chr08",62622079,62627522,5444,"+"
"690","PstI.TP107240","Sobic.008G192800.1","Chr08",62622079,62627794,5716,"+"
"691","PstI.TP107240","Sobic.008G192800.2","Chr08",62622079,62627817,5739,"+"
"692","PstI.TP107240","Sobic.008G192800.5","Chr08",62622079,62627817,5739,"+"
"693","PstI.TP107240","Sobic.008G192700.1","Chr08",62617685,62621880,4196,"+"
"694","PstI.TP107240","Sobic.008G192700.2","Chr08",62617685,62621880,4196,"+"
"695","PstI.TP107240","Sobic.008G192800.3","Chr08",62622079,62627522,5444,"+"
"696","PstI.TP107240","Sobic.008G192800.4","Chr08",62622079,62627522,5444,"+"
"697","PstI.TP107240","Sobic.008G192800.6","Chr08",62622079,62627522,5444,"+"
"698","PstI.TP107240","Sobic.008G192800.1","Chr08",62622079,62627794,5716,"+"
"699","PstI.TP107240","Sobic.008G192800.2","Chr08",62622079,62627817,5739,"+"
"700","PstI.TP107240","Sobic.008G192800.5","Chr08",62622079,62627817,5739,"+"
"701","PstI.TP1090311","Sobic.006G103000.1","Chr06",47328961,47330684,1724,"-"
"702","PstI.TP1098463","Sobic.004G315400.1","Chr04",65165615,65168511,2897,"+"
"703","PstI.TP1098463","Sobic.004G315400.2","Chr04",65166044,65168511,2468,"+"
"704","PstI.TP10996","Sobic.006G239000.1","Chr06",57969070,57983024,13955,"+"
"705","PstI.TP1100764","Sobic.002G244800.1","Chr02",63346258,63346900,643,"-"
"706","PstI.TP1100764","Sobic.002G244901.1","Chr02",63346816,63351078,4263,"-"
"707","PstI.TP1100764","Sobic.002G244800.1","Chr02",63346258,63346900,643,"-"
"708","PstI.TP1100764","Sobic.002G244901.1","Chr02",63346816,63351078,4263,"-"
"709","PstI.TP110898","Sobic.010G104900.1","Chr10",9875884,9881144,5261,"-"
"710","PstI.TP110898","Sobic.010G104900.3","Chr10",9875884,9881144,5261,"-"
"711","PstI.TP110898","Sobic.010G104900.4","Chr10",9875884,9881144,5261,"-"
"712","PstI.TP110898","Sobic.010G104900.2","Chr10",9876675,9881144,4470,"-"
"713","PstI.TP111833","Sobic.001G384600.1","Chr01",67201155,67205912,4758,"+"
"714","PstI.TP1123778","Sobic.002G227900.1","Chr02",61957542,61959386,1845,"-"
"715","PstI.TP1128002","Sobic.002G205700.1","Chr02",59726662,59729516,2855,"+"
"716","PstI.TP1146105","Sobic.003G156500.1","Chr03",17294003,17303044,9042,"+"
"717","PstI.TP1148487","Sobic.004G153000.1","Chr04",48395164,48399044,3881,"+"
"718","PstI.TP1148487","Sobic.004G153000.2","Chr04",48395164,48399044,3881,"+"
"719","PstI.TP1150566","Sobic.009G018200.1","Chr09",1669989,1672866,2878,"-"
"720","PstI.TP116046","Sobic.007G192100.1","Chr07",62489682,62492948,3267,"+"
"721","PstI.TP1181476","Sobic.005G025900.1","Chr05",2298782,2302410,3629,"-"
"722","PstI.TP1187427","Sobic.006G145400.4","Chr06",50705338,50716476,11139,"-"
"723","PstI.TP1187427","Sobic.006G145400.5","Chr06",50705338,50716476,11139,"-"
"724","PstI.TP1187427","Sobic.006G145400.1","Chr06",50705339,50716476,11138,"-"
"725","PstI.TP1187427","Sobic.006G145400.2","Chr06",50705339,50716476,11138,"-"
"726","PstI.TP1187427","Sobic.006G145500.6","Chr06",50717155,50726722,9568,"-"
"727","PstI.TP1187427","Sobic.006G145500.3","Chr06",50718232,50726722,8491,"-"
"728","PstI.TP1187427","Sobic.006G145500.7","Chr06",50718232,50726722,8491,"-"
"729","PstI.TP1187427","Sobic.006G145400.4","Chr06",50705338,50716476,11139,"-"
"730","PstI.TP1187427","Sobic.006G145400.5","Chr06",50705338,50716476,11139,"-"
"731","PstI.TP1187427","Sobic.006G145400.1","Chr06",50705339,50716476,11138,"-"
"732","PstI.TP1187427","Sobic.006G145400.2","Chr06",50705339,50716476,11138,"-"
"733","PstI.TP1187427","Sobic.006G145500.6","Chr06",50717155,50726722,9568,"-"
"734","PstI.TP1187427","Sobic.006G145500.3","Chr06",50718232,50726722,8491,"-"
"735","PstI.TP1187427","Sobic.006G145500.7","Chr06",50718232,50726722,8491,"-"
"736","PstI.TP1212724","Sobic.001G444000.1","Chr01",72120795,72124345,3551,"+"
"737","PstI.TP1218439","Sobic.009G175900.3","Chr09",53096875,53102171,5297,"-"
"738","PstI.TP1218439","Sobic.009G175900.2","Chr09",53096909,53102171,5263,"-"
"739","PstI.TP1218439","Sobic.009G175900.1","Chr09",53098542,53102549,4008,"-"
"740","PstI.TP1225179","Sobic.006G219400.1","Chr06",56654817,56655429,613,"+"
"741","PstI.TP1225179","Sobic.006G219300.2","Chr06",56642614,56655459,12846,"-"
"742","PstI.TP1225179","Sobic.006G219300.1","Chr06",56642644,56655858,13215,"-"
"743","PstI.TP1225179","Sobic.006G219400.1","Chr06",56654817,56655429,613,"+"
"744","PstI.TP1225179","Sobic.006G219300.2","Chr06",56642614,56655459,12846,"-"
"745","PstI.TP1225179","Sobic.006G219300.1","Chr06",56642644,56655858,13215,"-"
"746","PstI.TP1226186","Sobic.003G085100.1","Chr03",7340557,7343742,3186,"+"
"747","PstI.TP123530","Sobic.010G085000.1","Chr10",7243613,7245489,1877,"-"
"748","PstI.TP1235909","Sobic.004G303700.1","Chr04",64293408,64295083,1676,"+"
"749","PstI.TP1235909","Sobic.004G303800.1","Chr04",64295772,64297291,1520,"-"
"750","PstI.TP1235909","Sobic.004G303700.1","Chr04",64293408,64295083,1676,"+"
"751","PstI.TP1235909","Sobic.004G303800.1","Chr04",64295772,64297291,1520,"-"
"752","PstI.TP1248844","Sobic.008G012300.1","Chr08",1026398,1029238,2841,"-"
"753","PstI.TP1250993","Sobic.004G007500.1","Chr04",665105,667038,1934,"+"
"754","PstI.TP1254872","Sobic.007G137750.1","Chr07",56573347,56575999,2653,"+"
"755","PstI.TP1254872","Sobic.007G137750.2","Chr07",56573347,56575999,2653,"+"
"756","PstI.TP1254872","Sobic.007G137700.1","Chr07",56571473,56573346,1874,"-"
"757","PstI.TP1254872","Sobic.007G137750.1","Chr07",56573347,56575999,2653,"+"
"758","PstI.TP1254872","Sobic.007G137750.2","Chr07",56573347,56575999,2653,"+"
"759","PstI.TP1254872","Sobic.007G137700.1","Chr07",56571473,56573346,1874,"-"
"760","PstI.TP1263163","Sobic.009G071600.1","Chr09",8553616,8560111,6496,"-"
"761","PstI.TP1263163","Sobic.009G071600.5","Chr09",8553616,8560111,6496,"-"
"762","PstI.TP1263163","Sobic.009G071600.4","Chr09",8553630,8560103,6474,"-"
"763","PstI.TP1263163","Sobic.009G071600.6","Chr09",8553630,8560103,6474,"-"
"764","PstI.TP1263163","Sobic.009G071600.2","Chr09",8553631,8559166,5536,"-"
"765","PstI.TP1263163","Sobic.009G071600.3","Chr09",8553631,8559166,5536,"-"
"766","PstI.TP1272828","Sobic.010G251000.1","Chr10",59020575,59027965,7391,"+"
"767","PstI.TP1294713","Sobic.010G054400.1","Chr10",4268508,4272050,3543,"+"
"768","PstI.TP132940","Sobic.003G098401.1","Chr03",8688877,8692011,3135,"+"
"769","PstI.TP153500","Sobic.002G415900.1","Chr02",76316326,76322556,6231,"+"
"770","PstI.TP153500","Sobic.002G416000.1","Chr02",76322888,76329198,6311,"-"
"771","PstI.TP153500","Sobic.002G415900.1","Chr02",76316326,76322556,6231,"+"
"772","PstI.TP153500","Sobic.002G416000.1","Chr02",76322888,76329198,6311,"-"
"773","PstI.TP15780","Sobic.009G218000.1","Chr09",56211082,56212337,1256,"+"
"774","PstI.TP190549","Sobic.007G142100.1","Chr07",57193804,57198082,4279,"-"
"775","PstI.TP217199","Sobic.001G517800.1","Chr01",78394663,78400035,5373,"+"
"776","PstI.TP217199","Sobic.001G517800.2","Chr01",78394663,78400035,5373,"+"
"777","PstI.TP228722","Sobic.006G176600.2","Chr06",53182512,53187346,4835,"-"
"778","PstI.TP228722","Sobic.006G176600.1","Chr06",53182532,53187346,4815,"-"
"779","PstI.TP233305","Sobic.003G417900.1","Chr03",72376391,72380819,4429,"+"
"780","PstI.TP238422","Sobic.003G277600.1","Chr03",61330543,61337175,6633,"+"
"781","PstI.TP238422","Sobic.003G277700.1","Chr03",61337288,61341144,3857,"-"
"782","PstI.TP238422","Sobic.003G277600.1","Chr03",61330543,61337175,6633,"+"
"783","PstI.TP238422","Sobic.003G277700.1","Chr03",61337288,61341144,3857,"-"
"784","PstI.TP246674","Sobic.004G057500.8","Chr04",4599193,4602679,3487,"+"
"785","PstI.TP246674","Sobic.004G057500.2","Chr04",4599194,4602685,3492,"+"
"786","PstI.TP246674","Sobic.004G057500.1","Chr04",4599194,4602709,3516,"+"
"787","PstI.TP246674","Sobic.004G057500.3","Chr04",4599218,4602675,3458,"+"
"788","PstI.TP251038","Sobic.007G044100.1","Chr07",4452815,4462263,9449,"+"
"789","PstI.TP26215","Sobic.009G006600.1","Chr09",582214,584551,2338,"-"
"790","PstI.TP26215","Sobic.009G006600.2","Chr09",582214,584551,2338,"-"
"791","PstI.TP285646","Sobic.007G164400.2","Chr07",59944610,59946235,1626,"-"
"792","PstI.TP292268","Sobic.005G037700.1","Chr05",3448722,3450155,1434,"+"
"793","PstI.TP292777","Sobic.007G213500.1","Chr07",64227573,64229696,2124,"+"
"794","PstI.TP300328","Sobic.003G115400.1","Chr03",10398208,10400656,2449,"-"
"795","PstI.TP317521","Sobic.004G325000.1","Chr04",66040983,66044797,3815,"-"
"796","PstI.TP344899","Sobic.007G181600.1","Chr07",61481623,61484493,2871,"-"
"797","PstI.TP344899","Sobic.007G181600.2","Chr07",61481623,61484493,2871,"-"
"798","PstI.TP385678","Sobic.002G153200.2","Chr02",45781720,45783353,1634,"+"
"799","PstI.TP393536","Sobic.001G378200.1","Chr01",66631252,66633147,1896,"-"
"800","PstI.TP410209","Sobic.003G382500.1","Chr03",69598917,69603224,4308,"-"
"801","PstI.TP410209","Sobic.003G382500.2","Chr03",69598917,69603224,4308,"-"
"802","PstI.TP418863","Sobic.006G265900.1","Chr06",59968764,59971233,2470,"+"
"803","PstI.TP425751","Sobic.002G350400.1","Chr02",71460150,71463561,3412,"+"
"804","PstI.TP425751","Sobic.002G350400.2","Chr02",71460150,71463561,3412,"+"
"805","PstI.TP433824","Sobic.003G234400.4","Chr03",57311562,57316959,5398,"+"
"806","PstI.TP454285","Sobic.002G242200.1","Chr02",63150942,63153974,3033,"-"
"807","PstI.TP457393","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+"
"808","PstI.TP459121","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+"
"809","PstI.TP459121","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-"
"810","PstI.TP459121","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-"
"811","PstI.TP459121","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-"
"812","PstI.TP459121","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-"
"813","PstI.TP459121","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-"
"814","PstI.TP459121","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-"
"815","PstI.TP459121","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-"
"816","PstI.TP459121","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-"
"817","PstI.TP459121","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-"
"818","PstI.TP459121","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+"
"819","PstI.TP459121","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-"
"820","PstI.TP459121","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-"
"821","PstI.TP459121","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-"
"822","PstI.TP459121","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-"
"823","PstI.TP459121","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-"
"824","PstI.TP459121","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-"
"825","PstI.TP459121","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-"
"826","PstI.TP459121","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-"
"827","PstI.TP459121","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-"
"828","PstI.TP485051","Sobic.001G094600.1","Chr01",7257522,7260035,2514,"-"
"829","PstI.TP485114","Sobic.009G229700.1","Chr09",57032871,57036097,3227,"+"
"830","PstI.TP485114","Sobic.009G229600.1","Chr09",57023498,57032493,8996,"-"
"831","PstI.TP485114","Sobic.009G229600.2","Chr09",57023498,57032493,8996,"-"
"832","PstI.TP485114","Sobic.009G229700.1","Chr09",57032871,57036097,3227,"+"
"833","PstI.TP485114","Sobic.009G229600.1","Chr09",57023498,57032493,8996,"-"
"834","PstI.TP485114","Sobic.009G229600.2","Chr09",57023498,57032493,8996,"-"
"835","PstI.TP504809","Sobic.004G063900.1","Chr04",5155109,5156644,1536,"+"
"836","PstI.TP521834","Sobic.004G187100.1","Chr04",53919932,53926437,6506,"-"
"837","PstI.TP521834","Sobic.004G187100.2","Chr04",53919932,53926437,6506,"-"
"838","PstI.TP521834","Sobic.004G187100.3","Chr04",53919932,53926437,6506,"-"
"839","PstI.TP521834","Sobic.004G187100.4","Chr04",53919932,53926437,6506,"-"
"840","PstI.TP53013","Sobic.009G259900.1","Chr09",59321024,59328186,7163,"+"
"841","PstI.TP532345","Sobic.009G099000.1","Chr09",38258489,38275612,17124,"+"
"842","PstI.TP532345","Sobic.009G099100.4","Chr09",38276165,38281242,5078,"-"
"843","PstI.TP532345","Sobic.009G099100.3","Chr09",38276165,38281484,5320,"-"
"844","PstI.TP532345","Sobic.009G099100.1","Chr09",38276165,38281496,5332,"-"
"845","PstI.TP532345","Sobic.009G099100.2","Chr09",38276165,38281509,5345,"-"
"846","PstI.TP532345","Sobic.009G099100.5","Chr09",38276165,38281509,5345,"-"
"847","PstI.TP532345","Sobic.009G099000.1","Chr09",38258489,38275612,17124,"+"
"848","PstI.TP532345","Sobic.009G099100.4","Chr09",38276165,38281242,5078,"-"
"849","PstI.TP532345","Sobic.009G099100.3","Chr09",38276165,38281484,5320,"-"
"850","PstI.TP532345","Sobic.009G099100.1","Chr09",38276165,38281496,5332,"-"
"851","PstI.TP532345","Sobic.009G099100.2","Chr09",38276165,38281509,5345,"-"
"852","PstI.TP532345","Sobic.009G099100.5","Chr09",38276165,38281509,5345,"-"
"853","PstI.TP53685","Sobic.008G082800.1","Chr08",15752370,15754852,2483,"-"
"854","PstI.TP53685","Sobic.008G082800.2","Chr08",15752370,15754852,2483,"-"
"855","PstI.TP541255","Sobic.010G192600.2","Chr10",53477729,53481217,3489,"+"
"856","PstI.TP541255","Sobic.010G192600.1","Chr10",53477729,53484983,7255,"+"
"857","PstI.TP543083","Sobic.007G068300.1","Chr07",7617494,7620027,2534,"+"
"858","PstI.TP547023","Sobic.002G405800.1","Chr02",75554537,75564924,10388,"-"
"859","PstI.TP547023","Sobic.002G405800.2","Chr02",75554537,75564924,10388,"-"
"860","PstI.TP570804","Sobic.004G053600.3","Chr04",4363597,4365472,1876,"+"
"861","PstI.TP570804","Sobic.004G053600.1","Chr04",4363605,4365472,1868,"+"
"862","PstI.TP570804","Sobic.004G053600.6","Chr04",4363605,4365472,1868,"+"
"863","PstI.TP570804","Sobic.004G053600.4","Chr04",4363605,4365607,2003,"+"
"864","PstI.TP570804","Sobic.004G053600.5","Chr04",4363605,4365607,2003,"+"
"865","PstI.TP570804","Sobic.004G053600.2","Chr04",4363605,4366050,2446,"+"
"866","PstI.TP570804","Sobic.004G053700.1","Chr04",4365616,4367727,2112,"-"
"867","PstI.TP570804","Sobic.004G053600.3","Chr04",4363597,4365472,1876,"+"
"868","PstI.TP570804","Sobic.004G053600.1","Chr04",4363605,4365472,1868,"+"
"869","PstI.TP570804","Sobic.004G053600.6","Chr04",4363605,4365472,1868,"+"
"870","PstI.TP570804","Sobic.004G053600.4","Chr04",4363605,4365607,2003,"+"
"871","PstI.TP570804","Sobic.004G053600.5","Chr04",4363605,4365607,2003,"+"
"872","PstI.TP570804","Sobic.004G053600.2","Chr04",4363605,4366050,2446,"+"
"873","PstI.TP570804","Sobic.004G053700.1","Chr04",4365616,4367727,2112,"-"
"874","PstI.TP577552","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+"
"875","PstI.TP577552","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+"
"876","PstI.TP58391","Sobic.007G220150.1","Chr07",64847295,64850360,3066,"+"
"877","PstI.TP58391","Sobic.007G220200.3","Chr07",64850475,64852082,1608,"+"
"878","PstI.TP58391","Sobic.007G220150.1","Chr07",64847295,64850360,3066,"+"
"879","PstI.TP58391","Sobic.007G220200.3","Chr07",64850475,64852082,1608,"+"
"880","PstI.TP604956","Sobic.010G070100.1","Chr10",5627081,5630306,3226,"-"
"881","PstI.TP604956","Sobic.010G070100.2","Chr10",5627081,5630306,3226,"-"
"882","PstI.TP607682","Sobic.006G239300.1","Chr06",57990555,57994242,3688,"-"
"883","PstI.TP609962","Sobic.005G123500.1","Chr05",53906531,53909045,2515,"-"
"884","PstI.TP617554","Sobic.007G035900.1","Chr07",3245212,3246147,936,"-"
"885","PstI.TP629514","Sobic.006G057300.1","Chr06",40242354,40244140,1787,"-"
"886","PstI.TP663163","Sobic.002G330400.1","Chr02",69906408,69909933,3526,"+"
"887","PstI.TP69823","Sobic.001G429100.1","Chr01",70804848,70808500,3653,"+"
"888","PstI.TP69959","Sobic.009G238500.1","Chr09",57639492,57641346,1855,"-"
"889","PstI.TP704102","Sobic.003G413800.1","Chr03",72095299,72096870,1572,"+"
"890","PstI.TP714651","Sobic.005G029700.1","Chr05",2631011,2641746,10736,"-"
"891","PstI.TP719892","Sobic.005G167800.1","Chr05",64651919,64655299,3381,"-"
"892","PstI.TP723544","Sobic.009G021700.1","Chr09",1942720,1944208,1489,"-"
"893","PstI.TP729133","Sobic.007G105800.1","Chr07",37734813,37735968,1156,"+"
"894","PstI.TP737551","Sobic.006G235700.1","Chr06",57757224,57760331,3108,"+"
"895","PstI.TP747686","Sobic.005G002400.1","Chr05",190488,194282,3795,"+"
"896","PstI.TP775752","Sobic.010G146000.1","Chr10",41350269,41353669,3401,"-"
"897","PstI.TP77980","Sobic.010G106900.1","Chr10",10334516,10347396,12881,"+"
"898","PstI.TP794569","Sobic.002G037700.1","Chr02",3705260,3715914,10655,"-"
"899","PstI.TP797446","Sobic.003G129600.1","Chr03",12133834,12140553,6720,"-"
"900","PstI.TP802133","Sobic.004G162900.1","Chr04",51214219,51215601,1383,"-"
"901","PstI.TP815977","Sobic.008G100801.1","Chr08",47697853,47699186,1334,"+"
"902","PstI.TP815977","Sobic.008G100700.1","Chr08",47695374,47702005,6632,"-"
"903","PstI.TP815977","Sobic.008G100801.1","Chr08",47697853,47699186,1334,"+"
"904","PstI.TP815977","Sobic.008G100700.1","Chr08",47695374,47702005,6632,"-"
"905","PstI.TP828064","Sobic.009G202801.1","Chr09",55172523,55178621,6099,"-"
"906","PstI.TP841498","Sobic.005G206300.4","Chr05",69226352,69232612,6261,"+"
"907","PstI.TP841498","Sobic.005G206300.2","Chr05",69226353,69232612,6260,"+"
"908","PstI.TP841498","Sobic.005G206300.3","Chr05",69226419,69233717,7299,"+"
"909","PstI.TP850835","Sobic.001G079600.1","Chr01",6115167,6119223,4057,"-"
"910","PstI.TP862775","Sobic.009G008100.1","Chr09",772264,776588,4325,"+"
"911","PstI.TP862775","Sobic.009G008100.2","Chr09",772264,776588,4325,"+"
"912","PstI.TP862775","Sobic.009G008100.3","Chr09",772264,776588,4325,"+"
"913","PstI.TP866959","Sobic.009G145500.1","Chr09",50248696,50250327,1632,"-"
"914","PstI.TP866959","Sobic.009G145600.2","Chr09",50251344,50255195,3852,"-"
"915","PstI.TP866959","Sobic.009G145500.1","Chr09",50248696,50250327,1632,"-"
"916","PstI.TP866959","Sobic.009G145600.2","Chr09",50251344,50255195,3852,"-"
"917","PstI.TP869093","Sobic.001G140200.1","Chr01",11185282,11192665,7384,"+"
"918","PstI.TP892749","Sobic.001G540300.1","Chr01",80311227,80316052,4826,"+"
"919","PstI.TP892749","Sobic.001G540250.1","Chr01",80310404,80311199,796,"-"
"920","PstI.TP892749","Sobic.001G540300.1","Chr01",80311227,80316052,4826,"+"
"921","PstI.TP892749","Sobic.001G540250.1","Chr01",80310404,80311199,796,"-"
"922","PstI.TP994751","Sobic.010G268400.1","Chr10",60307573,60310425,2853,"+"
"923","PstI.TP994751","Sobic.010G268500.1","Chr10",60310429,60313483,3055,"-"
"924","PstI.TP994751","Sobic.010G268400.1","Chr10",60307573,60310425,2853,"+"
"925","PstI.TP994751","Sobic.010G268500.1","Chr10",60310429,60313483,3055,"-"
"926","PstI.TP995394","Sobic.009G149400.1","Chr09",50622315,50626169,3855,"-"
"927","PstI.TP995394","Sobic.009G149500.1","Chr09",50626744,50630476,3733,"-"
"928","PstI.TP995394","Sobic.009G149500.2","Chr09",50626744,50630476,3733,"-"
"929","PstI.TP995394","Sobic.009G149400.1","Chr09",50622315,50626169,3855,"-"
"930","PstI.TP995394","Sobic.009G149500.1","Chr09",50626744,50630476,3733,"-"
"931","PstI.TP995394","Sobic.009G149500.2","Chr09",50626744,50630476,3733,"-"
"932","PstI.TP998275","Sobic.004G103100.2","Chr04",9701720,9702196,477,"-"
"933","PstI.TP998491","Sobic.002G117600.1","Chr02",14518039,14538095,20057,"-"
"934","GFSSContig19553_1853","Sobic.003G119400.1","Chr03",10802232,10806033,3802,"+"
"935","NsiI.TP128678","Sobic.003G375200.1","Chr03",68999883,69007574,7692,"+"
"936","NsiI.TP308953","Sobic.008G084100.1","Chr08",16086555,16090281,3727,"+"
"937","NsiI.TP447144","Sobic.003G305500.1","Chr03",63529430,63531284,1855,"-"
"938","NsiI.TP471487","Sobic.010G188500.1","Chr10",52896453,52900041,3589,"+"
"939","NsiI.TP57283","Sobic.006G130800.1","Chr06",49502325,49508126,5802,"-"
"940","NsiI.TP631452","Sobic.010G183032.1","Chr10",52285960,52287598,1639,"-"
"941","NsiI.TP648509","Sobic.010G146000.1","Chr10",41350269,41353669,3401,"-"
"942","NsiI.TP762935","Sobic.006G018800.1","Chr06",3178404,3183167,4764,"+"
"943","PstI.TP1040729","Sobic.004G197300.1","Chr04",54843306,54844272,967,"-"
"944","PstI.TP1040729","Sobic.004G197400.1","Chr04",54844528,54853373,8846,"-"
"945","PstI.TP110898","Sobic.010G104900.1","Chr10",9875884,9881144,5261,"-"
