"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","Trait.name","PVE"
"423","NsiI.TP430978",7,55642388,0.000381092231214673,0.128158365443967,124,0.513693071295645,0.570398391465707,0.0314220229620471,0.426092470726561,0.0314220229620471,"124+36088im","PS_Y","GAPIT","GLM","GS",5.6705320170062
"424","PstI.TP452201",2,72888145,0.000382085283406763,0.0692188869737579,124,0.513693071295645,0.570375301678655,0.0314220229620471,0.811038334444705,0.0314220229620471,"124+36088im","PS_Y","GAPIT","GLM","GS",5.668223038301
"425","PstI.TP931820",1,284314,0.000389778508797047,0.164301279845854,124,0.513693071295645,0.570198481354936,0.0319545293743179,-0.283795724390904,0.0319545293743179,"124+36088im","PS_Y","GAPIT","GLM","GS",5.6505410059291
"426","PstI.TP795416",3,71488115,0.000396905516305137,0.0535939345881794,124,0.513693071295645,0.570037838809416,0.0324374433481276,0.442488376588324,0.0324374433481276,"124+36088im","PS_Y","GAPIT","GLM","GS",5.6344767513771
"427","NsiI.TP184002",10,57336998,0.000398334616792711,0.0603860724862872,124,0.513693071295645,0.570005983062714,0.0324531376923602,0.503853297046514,0.0324531376923602,"124+36088im","PS_Y","GAPIT","GLM","GS",5.6312911767069
"428","PstI.TP117406",6,56228223,0.000400506524271237,0.0664492368612207,124,0.513693071295645,0.569957793238538,0.0325290655038131,0.482272457187296,0.0325290655038131,"124+36088im","PS_Y","GAPIT","GLM","GS",5.6264721942893
"429","NsiI.TP200598",4,60181523,0.000403896826805828,0.162808590060337,124,0.513693071295645,0.569883102892543,0.0327031770198274,-0.555392214796835,0.0327031770198274,"124+36088im","PS_Y","GAPIT","GLM","GS",5.61900315968979
"430","NsiI.TP279529",11,12227,0.000406688415807832,0.0785995244153468,124,0.513693071295645,0.569822083516302,0.0328278889240082,0.39072501400618,0.0328278889240082,"124+36088im","PS_Y","GAPIT","GLM","GS",5.6129012220657
"431","GFSSContig20549_800",10,60693077,0.000408306272828066,0.210150433753307,124,0.513693071295645,0.569786916171646,0.0328573827035935,-0.25582987609757,0.0328573827035935,"124+36088im","PS_Y","GAPIT","GLM","GS",5.6093844876001
"432","PstI.TP772648",11,5332,0.000411833335386179,0.170312338492531,124,0.513693071295645,0.569710741139017,0.0330398645887493,-0.396794219535779,0.0330398645887493,"124+36088im","PS_Y","GAPIT","GLM","GS",5.6017669843372
"433","PstI.TP1097142",3,57806695,0.000417640129708562,0.0675384380699814,124,0.513693071295645,0.569586775482636,0.0334035706182147,0.815328958322073,0.0334035706182147,"124+36088im","PS_Y","GAPIT","GLM","GS",5.5893704186991
"434","NsiI.TP697563",10,43096211,0.000422563044342904,0.0580940483132548,124,0.513693071295645,0.569483055658812,0.0336945863382728,-0.470005313151725,0.0336945863382728,"124+36088im","PS_Y","GAPIT","GLM","GS",5.5789984363167
"435","NsiI.TP757313",11,18428,0.000424788214857514,0.1682804418286,124,0.513693071295645,0.569436579933369,0.0337693758441577,-0.590477476859358,0.0337693758441576,"124+36088im","PS_Y","GAPIT","GLM","GS",5.5743508637724
"436","PstI.TP316808",6,51911205,0.000429174184987954,0.161290322580645,124,0.513693071295645,0.569345699472831,0.0340149715074743,0.332849693376045,0.0340149715074743,"124+36088im","PS_Y","GAPIT","GLM","GS",5.5652628177186
"437","NsiI.TP739343",11,18190,0.000437100466604675,0.462302541046612,124,0.513693071295645,0.56918385115809,0.0345388362677923,-0.454522061747748,0.0345388362677923,"124+36088im","PS_Y","GAPIT","GLM","GS",5.5490779862445
"438","NsiI.TP523082",11,15586,0.000439454686734931,0.17424006133788,124,0.513693071295645,0.56913635917136,0.0346205833387513,-0.396802867242559,0.0346205833387513,"124+36088im","PS_Y","GAPIT","GLM","GS",5.5443287875715
"439","PstI.TP853245",11,5933,0.000440946283985413,0.393450869790674,124,0.513693071295645,0.569106403814368,0.0346340862696806,0.216674390646185,0.0346340862696806,"124+36088im","PS_Y","GAPIT","GLM","GS",5.54133325187229
"440","NsiI.TP269670",6,52795046,0.000446699914395686,0.0652966519678865,124,0.513693071295645,0.568991820663183,0.034892774357746,0.457306407213773,0.034892774357746,"124+36088im","PS_Y","GAPIT","GLM","GS",5.5298749367538
"441","PstI.TP251932",2,63653245,0.000446899907913496,0.0590368553403163,124,0.513693071295645,0.568987865072681,0.034892774357746,0.481289694088783,0.034892774357746,"124+36088im","PS_Y","GAPIT","GLM","GS",5.52947937770359
"442","NsiI.TP520926",9,51508797,0.000454056811465403,0.0653716503710958,124,0.513693071295645,0.568847493767782,0.0353463691156777,0.727245408294664,0.0353463691156777,"124+36088im","PS_Y","GAPIT","GLM","GS",5.5154422472137
"443","PstI.TP1101578",3,66383201,0.000456415317852225,0.483254151191157,124,0.513693071295645,0.568801732018559,0.035382703504631,0.635399113704845,0.035382703504631,"124+36088im","PS_Y","GAPIT","GLM","GS",5.5108660722914
"444","PstI.TP995173",2,70172526,0.000457221029506362,0.0515094295835552,124,0.513693071295645,0.568786154470513,0.035382703504631,-0.481152941788784,0.035382703504631,"124+36088im","PS_Y","GAPIT","GLM","GS",5.50930831748679
"445","NsiI.TP476667",4,67612515,0.000461733261507285,0.170546290349421,124,0.513693071295645,0.568699432430422,0.0355264972047402,0.32382009082137,0.0355264972047402,"124+36088im","PS_Y","GAPIT","GLM","GS",5.5006361134777
"446","NsiI.TP758628",1,21736568,0.000461787586598171,0.178388526896045,124,0.513693071295645,0.568698393642264,0.0355264972047402,-0.277119002030757,0.0355264972047402,"124+36088im","PS_Y","GAPIT","GLM","GS",5.5005322346619
"447","NsiI.TP414259",1,4455947,0.000464456661694548,0.186028303970001,124,0.513693071295645,0.568647510119138,0.0356273569090491,-0.358372250536561,0.035627356909049,"124+36088im","PS_Y","GAPIT","GLM","GS",5.4954438823493
"448","NsiI.TP102411",4,64145764,0.000466915261647418,0.324492462005487,124,0.513693071295645,0.568600903768023,0.0357115305366133,-0.282451110148508,0.0357115305366133,"124+36088im","PS_Y","GAPIT","GLM","GS",5.4907832472378
"449","NsiI.TP394647",11,13479,0.000477920582483092,0.104094925667516,124,0.513693071295645,0.568395321083555,0.0364401925901678,-0.847526107528992,0.0364401925901678,"124+36088im","PS_Y","GAPIT","GLM","GS",5.47022497879099
"450","PstI.TP473628",11,3599,0.000479220341679039,0.0661691044294375,124,0.513693071295645,0.568371362393359,0.0364401925901678,1.01503133275181,0.0364401925901678,"124+36088im","PS_Y","GAPIT","GLM","GS",5.46782910977139
"451","PstI.TP478568",10,1035796,0.0004828195181978,0.109189928517653,124,0.513693071295645,0.56830536433817,0.0365411860253619,0.801695779030426,0.0365411860253619,"124+36088im","PS_Y","GAPIT","GLM","GS",5.4612293042525
"452","NsiI.TP385607",1,76681155,0.000483334281878501,0.0645161290322581,124,0.513693071295645,0.568295966389155,0.0365411860253619,-0.482629911473748,0.0365411860253619,"124+36088im","PS_Y","GAPIT","GLM","GS",5.460289509351
"453","PstI.TP467396",11,3555,0.000486633075558934,0.0746918264035151,124,0.513693071295645,0.568235983515825,0.0365545429879503,0.464502483273872,0.0365545429879503,"124+36088im","PS_Y","GAPIT","GLM","GS",5.454291222018
"454","PstI.TP705829",6,58061911,0.000486935016797425,0.486473849237796,124,0.513693071295645,0.568230514083169,0.0365545429879503,-0.239985256833237,0.0365545429879503,"124+36088im","PS_Y","GAPIT","GLM","GS",5.4537442787524
"455","NsiI.TP378016",11,13312,0.000487691165883304,0.087508933530509,124,0.513693071295645,0.568216832274968,0.0365545429879503,0.500753262126411,0.0365545429879503,"124+36088im","PS_Y","GAPIT","GLM","GS",5.4523760979323
"456","PstI.TP292055",3,7343426,0.000496724207576228,0.342021772636031,124,0.513693071295645,0.568055050040329,0.0371255352181048,-0.308379458957793,0.0371255352181048,"124+36088im","PS_Y","GAPIT","GLM","GS",5.4361978744684
"457","PstI.TP459505",11,3507,0.000503872773760875,0.402099414979544,124,0.513693071295645,0.567929143623963,0.0375528362126216,-1.27871282887372,0.0375528362126216,"124+36088im","PS_Y","GAPIT","GLM","GS",5.4236072328318
"458","PstI.TP1113486",7,61111271,0.000510895756568557,0.100806451612903,124,0.513693071295645,0.567807220823166,0.0379683832232847,-0.34449646904478,0.0379683832232848,"124+36088im","PS_Y","GAPIT","GLM","GS",5.4114149527521
"459","PstI.TP290629",5,13602322,0.000512829533961041,0.178967541889007,124,0.513693071295645,0.567773951166931,0.0380044350111128,0.319232278669321,0.0380044350111128,"124+36088im","PS_Y","GAPIT","GLM","GS",5.4080879871286
"460","PstI.TP450151",4,64705272,0.000515760008368812,0.0591482461415895,124,0.513693071295645,0.567723778329668,0.0381139381959082,-0.450125992294445,0.0381139381959082,"124+36088im","PS_Y","GAPIT","GLM","GS",5.4030707034023
"461","PstI.TP913522",4,5007225,0.000528862646387679,0.06534940298663,124,0.513693071295645,0.567502967120999,0.0389724232172314,-0.778878159535024,0.0389724232172314,"124+36088im","PS_Y","GAPIT","GLM","GS",5.3809895825354
"462","PstI.TP1018329",4,61899900,0.000542213600561401,0.0530315535366459,124,0.513693071295645,0.567283670223151,0.039844346210442,-0.473153837264498,0.039844346210442,"124+36088im","PS_Y","GAPIT","GLM","GS",5.3590598927506
"463","PstI.TP221109",5,55180794,0.000546086152232268,0.160335899500268,124,0.513693071295645,0.567221097037154,0.0400168271443054,-0.396671558149197,0.0400168271443054,"124+36088im","PS_Y","GAPIT","GLM","GS",5.35280257415089
"464","PstI.TP63042",9,59079217,0.000548134993855366,0.0788664365970586,124,0.513693071295645,0.567188175481474,0.0400550791888626,0.353803187694458,0.0400550791888626,"124+36088im","PS_Y","GAPIT","GLM","GS",5.3495104185829
"465","PstI.TP214637",11,1753,0.000553932634397161,0.103173893248424,124,0.513693071295645,0.567095696466647,0.0403663020299309,0.467877156972099,0.0403663020299309,"124+36088im","PS_Y","GAPIT","GLM","GS",5.3402625171002
"466","PstI.TP1261100",10,59613969,0.000557191202079185,0.168121916469969,124,0.513693071295645,0.567044153518868,0.0404912853056657,0.383317986921898,0.0404912853056658,"124+36088im","PS_Y","GAPIT","GLM","GS",5.3351082223223
"467","PstI.TP341083",10,8262385,0.000562064391739002,0.484204874881526,124,0.513693071295645,0.566967645271677,0.0407325890963563,-1.16893309088312,0.0407325890963563,"124+36088im","PS_Y","GAPIT","GLM","GS",5.3274573976032
"468","NsiI.TP375196",2,67765806,0.000565026821736079,0.0619416645027807,124,0.513693071295645,0.566921467537336,0.0408344728413893,-0.501081723320538,0.0408344728413892,"124+36088im","PS_Y","GAPIT","GLM","GS",5.3228396241691
"469","NsiI.TP501038",1,13956574,0.000581737312328144,0.108357090691777,124,0.513693071295645,0.566665553623879,0.0419266391527927,0.421849790927152,0.0419266391527927,"124+36088im","PS_Y","GAPIT","GLM","GS",5.2972482328234
"470","NsiI.TP634106",11,17009,0.000588306428041528,0.344070743762726,124,0.513693071295645,0.566567009944036,0.0422730183992447,-0.302816262101146,0.0422730183992446,"124+36088im","PS_Y","GAPIT","GLM","GS",5.2873938648391
"471","NsiI.TP450647",11,14466,0.000589766133038177,0.356160949346232,124,0.513693071295645,0.566545266170279,0.0422730183992447,-0.296925128619178,0.0422730183992446,"124+36088im","PS_Y","GAPIT","GLM","GS",5.2852194874634
"472","PstI.TP690791",11,4776,0.000592894542634323,0.0695930436359847,124,0.513693071295645,0.566498850774175,0.0423022425669752,-0.373784105333726,0.0423022425669752,"124+36088im","PS_Y","GAPIT","GLM","GS",5.28057794785299
"473","NsiI.TP291476",6,53416065,0.000593398843662685,0.0871682118262174,124,0.513693071295645,0.566491392119776,0.0423022425669752,-0.408201326767078,0.0423022425669752,"124+36088im","PS_Y","GAPIT","GLM","GS",5.27983208241309
"474","NsiI.TP394246",10,6514301,0.000597703763546141,0.0946613143594761,124,0.513693071295645,0.566427985492127,0.042493659980676,-0.529849900653911,0.0424936599806761,"124+36088im","PS_Y","GAPIT","GLM","GS",5.2734914196482
"475","NsiI.TP661166",11,7766467,0.000601890292927976,0.0665504935084341,124,0.513693071295645,0.566366770506651,0.0425694460336774,-0.769912818380168,0.0425694460336774,"124+36088im","PS_Y","GAPIT","GLM","GS",5.2673699211006
"476","PstI.TP111739",11,920,0.000602015113154468,0.160827465502443,124,0.513693071295645,0.566364952112948,0.0425694460336774,0.331100896395582,0.0425694460336774,"124+36088im","PS_Y","GAPIT","GLM","GS",5.2671880817303
"477","PstI.TP894657",3,62690347,0.000605322686306026,0.169518706810275,124,0.513693071295645,0.566316907497295,0.0426081154981887,0.29230771486946,0.0426081154981887,"124+36088im","PS_Y","GAPIT","GLM","GS",5.262383620165
"478","PstI.TP1201238",11,8485,0.000605810287444705,0.247650979607906,124,0.513693071295645,0.566309847572884,0.0426081154981887,0.327030798207757,0.0426081154981887,"124+36088im","PS_Y","GAPIT","GLM","GS",5.2616776277239
"479","PstI.TP1068306",7,38997173,0.000611233365224641,0.126735842876737,124,0.513693071295645,0.566231718168467,0.042874588511506,0.56197017764308,0.042874588511506,"124+36088im","PS_Y","GAPIT","GLM","GS",5.25386468728219
"480","PstI.TP1160771",8,15929940,0.000622449754066175,0.0815859412407102,124,0.513693071295645,0.566072358262321,0.0435449249284588,-0.367864498103039,0.0435449249284588,"124+36088im","PS_Y","GAPIT","GLM","GS",5.2379286966676
"481","NsiI.TP652655",4,66508806,0.000631266143430966,0.0818310628894962,124,0.513693071295645,0.565949152058896,0.044044244698851,0.557873456968842,0.044044244698851,"124+36088im","PS_Y","GAPIT","GLM","GS",5.22560807632509
"482","NsiI.TP771022",4,47845770,0.000633994865185839,0.305743563908091,124,0.513693071295645,0.565911376693256,0.0441172978601732,0.356428797556799,0.0441172978601732,"124+36088im","PS_Y","GAPIT","GLM","GS",5.2218305397611
"483","NsiI.TP499780",7,59224983,0.000639947013817908,0.0743632337988382,124,0.513693071295645,0.565829553171946,0.0444136771441773,0.48366021820439,0.0444136771441772,"124+36088im","PS_Y","GAPIT","GLM","GS",5.2136481876301
"484","NsiI.TP327602",1,5891442,0.000641910993565603,0.155236894105508,124,0.513693071295645,0.565802725848917,0.0444324353699209,0.307948495177448,0.0444324353699209,"124+36088im","PS_Y","GAPIT","GLM","GS",5.2109654553272
"485","PstI.TP617763",6,59944553,0.00065404586098306,0.173387096774194,124,0.513693071295645,0.565638813224035,0.045121861013523,0.274568921284244,0.045121861013523,"124+36088im","PS_Y","GAPIT","GLM","GS",5.194574192839
"486","NsiI.TP148551",11,10755,0.000655311010374028,0.12689987464338,124,0.513693071295645,0.565621904110787,0.045121861013523,0.3388729445879,0.045121861013523,"124+36088im","PS_Y","GAPIT","GLM","GS",5.1928832815142
"487","NsiI.TP494925",4,38912027,0.000658956854109029,0.247407243648949,124,0.513693071295645,0.565573363043773,0.0452270193459134,-0.56387418052738,0.0452270193459135,"124+36088im","PS_Y","GAPIT","GLM","GS",5.1880291748128
"488","PstI.TP227229",11,1866,0.000660286209098302,0.156447568857773,124,0.513693071295645,0.565555732448444,0.0452270193459134,0.464349957516755,0.0452270193459135,"124+36088im","PS_Y","GAPIT","GLM","GS",5.1862661152799
"489","GFSSContig18315_975",9,53976945,0.000676117776962624,0.219682387197265,124,0.513693071295645,0.565348522967229,0.0461312919246535,-0.288306536021347,0.0461312919246535,"124+36088im","PS_Y","GAPIT","GLM","GS",5.1655451671584
"490","PstI.TP167287",11,1370,0.000677004932186918,0.272201515141647,124,0.513693071295645,0.565337059341319,0.0461312919246535,-0.252241255519426,0.0461312919246535,"124+36088im","PS_Y","GAPIT","GLM","GS",5.16439880456739
"491","NsiI.TP550633",11,15924,0.000686201099916222,0.404316776377437,124,0.513693071295645,0.565219128784626,0.0466367866715082,-0.258405911491848,0.0466367866715082,"124+36088im","PS_Y","GAPIT","GLM","GS",5.1526057488981
"492","NsiI.TP420509",11,13796,0.000688109794951329,0.14351396767131,124,0.513693071295645,0.565194855274105,0.046645665014866,0.326071386030537,0.0466456650148661,"124+36088im","PS_Y","GAPIT","GLM","GS",5.15017839784599
"493","PstI.TP1019672",2,62506577,0.00069957955262478,0.0642716961682157,124,0.513693071295645,0.565050430597769,0.0473009535658724,0.453208795019699,0.0473009535658724,"124+36088im","PS_Y","GAPIT","GLM","GS",5.1357359302124
"494","PstI.TP664080",6,42854573,0.000707266314095003,0.0655970131572863,124,0.513693071295645,0.564954994558916,0.0476475551410749,0.812516213547302,0.0476475551410749,"124+36088im","PS_Y","GAPIT","GLM","GS",5.12619232632709
"495","NsiI.TP281272",3,56294407,0.000708338282572967,0.12890339025037,124,0.513693071295645,0.564941770050871,0.0476475551410749,-0.340427585510967,0.0476475551410749,"124+36088im","PS_Y","GAPIT","GLM","GS",5.1248698755226
"496","PstI.TP1142775",10,59444663,0.000710893074648721,0.0863858061093674,124,0.513693071295645,0.564910335108083,0.0476971072131319,-0.468492271816538,0.0476971072131318,"124+36088im","PS_Y","GAPIT","GLM","GS",5.1217263812438
"497","NsiI.TP15785",11,9301,0.000713698494371187,0.0923707792498122,124,0.513693071295645,0.564875949688241,0.0477631793401371,-0.454857582001273,0.047763179340137,"124+36088im","PS_Y","GAPIT","GLM","GS",5.11828783925959
"498","NsiI.TP689486",3,46809623,0.000720990962752108,0.163776068157001,124,0.513693071295645,0.564787212601819,0.0481284399919563,-0.442036721061667,0.0481284399919562,"124+36088im","PS_Y","GAPIT","GLM","GS",5.1094141306174
"499","NsiI.TP440924",10,5257622,0.000725130092867252,0.0600884412228132,124,0.513693071295645,0.564737255356299,0.0482818854220292,0.739209843335515,0.0482818854220292,"124+36088im","PS_Y","GAPIT","GLM","GS",5.1044184060654
"500","PstI.TP31141",11,242,0.000730608515252971,0.108449673573215,124,0.513693071295645,0.564671581829092,0.0483665175135255,-0.329703619897693,0.0483665175135255,"124+36088im","PS_Y","GAPIT","GLM","GS",5.0978510533447
"501","NsiI.TP352570",1,20251715,0.000731971724680963,0.0743845356204881,124,0.513693071295645,0.564655318674365,0.0483665175135255,-0.383692404474882,0.0483665175135255,"124+36088im","PS_Y","GAPIT","GLM","GS",5.096224737872
"502","PstI.TP6534",4,64452246,0.000732156958990573,0.233870967741935,124,0.513693071295645,0.564653111219525,0.0483665175135255,0.283089307438568,0.0483665175135255,"124+36088im","PS_Y","GAPIT","GLM","GS",5.096003992388
"503","PstI.TP708473",11,4910,0.000733775786017502,0.244961802694491,124,0.513693071295645,0.564633843875809,0.0483665175135255,0.69081277831976,0.0483665175135255,"124+36088im","PS_Y","GAPIT","GLM","GS",5.09407725801639
"504","NsiI.TP263947",11,12068,0.000742260498967006,0.0537994131769573,124,0.513693071295645,0.564533567015495,0.04880316273158,-1.03284803673455,0.04880316273158,"124+36088im","PS_Y","GAPIT","GLM","GS",5.08404957198499
"505","PstI.TP1078082",4,54527792,0.000747005713050361,0.145197333705451,124,0.513693071295645,0.564477997435644,0.0489923696904079,-0.593038912260351,0.0489923696904079,"124+36088im","PS_Y","GAPIT","GLM","GS",5.0784926139999
"506","NsiI.TP712947",11,17912,0.000753690943888794,0.242433080760585,124,0.513693071295645,0.564400320903028,0.0493075516757571,0.404264843067123,0.0493075516757572,"124+36088im","PS_Y","GAPIT","GLM","GS",5.0707249607383
"507","PstI.TP410397",11,3175,0.000756986704650223,0.0862202366707631,124,0.513693071295645,0.564362286998648,0.0493999731586914,-0.435176034665869,0.0493999731586914,"124+36088im","PS_Y","GAPIT","GLM","GS",5.0669215703003
"508","NsiI.TP124207",11,10491,0.00076054412285508,0.0524193548387096,124,0.513693071295645,0.564321423840271,0.0495089690297274,-0.438813938445411,0.0495089690297275,"124+36088im","PS_Y","GAPIT","GLM","GS",5.06283525446259
"509","NsiI.TP56527",11,9790,0.00000000112231606891587,0.078240951968079,124,0.187791943997304,0.499032109757446,0.000029442839751939,-0.182789033945561,0.0000294428397519389,"124+36088im","PS_Y","GAPIT","GLM","Lg",31.1240165760142
"510","NsiI.TP95031",6,54950661,0.000000122540181969902,0.0750463527352774,124,0.187791943997304,0.412861722821389,0.0016073595668992,0.331352248915869,0.0016073595668992,"124+36088im","PS_Y","GAPIT","GLM","Lg",22.5069778824085
"511","NsiI.TP423888",9,7279333,0.000000186814812995648,0.0868389121822813,124,0.187791943997304,0.405486515750417,0.00163363326804261,0.214236395668022,0.00163363326804261,"124+36088im","PS_Y","GAPIT","GLM","Lg",21.7694571753113
"512","PstI.TP100020",11,817,0.000000807410264795543,0.306653608696878,124,0.187791943997304,0.380347972848134,0.00442461795863296,0.204334225083286,0.00442461795863297,"124+36088im","PS_Y","GAPIT","GLM","Lg",19.255602885083
"513","PstI.TP103361",2,74859736,0.000000871093941239414,0.0639465568347951,124,0.187791943997304,0.379063631286402,0.00442461795863296,-0.240698769289323,0.00442461795863297,"124+36088im","PS_Y","GAPIT","GLM","Lg",19.1271687289098
"514","PstI.TP1264005",3,2578488,0.00000101195806021948,0.0695507195224315,124,0.187791943997304,0.376533462793004,0.00442461795863296,0.206413765959832,0.00442461795863297,"124+36088im","PS_Y","GAPIT","GLM","Lg",18.87415187957
"515","PstI.TP1176715",11,8291,0.00000165643632848804,0.0441636586919478,124,0.187791943997304,0.368268130088112,0.00620785009165076,-0.211543863300224,0.00620785009165075,"124+36088im","PS_Y","GAPIT","GLM","Lg",18.0476186090808
"516","PstI.TP450151",4,64705272,0.00000522092698632368,0.0591482461415895,124,0.187791943997304,0.349326716199291,0.0171207248199019,-0.16035044015892,0.0171207248199019,"124+36088im","PS_Y","GAPIT","GLM","Lg",16.1534772201987
"517","NsiI.TP621902",7,62903684,0.00000671641664197374,0.275690317343566,124,0.187791943997304,0.34522971251493,0.0181174259450535,0.191727015714386,0.0181174259450535,"124+36088im","PS_Y","GAPIT","GLM","Lg",15.7437768517626
"518","NsiI.TP465470",4,5007205,0.00000690608597432854,0.0676397046459339,124,0.187791943997304,0.344778044152715,0.0181174259450535,-0.208135766941868,0.0181174259450535,"124+36088im","PS_Y","GAPIT","GLM","Lg",15.6986100155411
"519","PstI.TP485067",10,46676286,0.00000829630215375119,0.0663189703934693,124,0.187791943997304,0.341809877905967,0.0197859264274099,0.128921463420403,0.0197859264274099,"124+36088im","PS_Y","GAPIT","GLM","Lg",15.4017933908663
"520","PstI.TP487491",11,3694,0.0000110944200791607,0.195332019847917,124,0.187791943997304,0.337129539278682,0.0210215009164567,-0.339353513758957,0.0210215009164567,"124+36088im","PS_Y","GAPIT","GLM","Lg",14.9337595281378
"521","PstI.TP97986",11,805,0.0000121848293895139,0.237163610808934,124,0.187791943997304,0.335625857026415,0.0210215009164567,0.190473112610596,0.0210215009164567,"124+36088im","PS_Y","GAPIT","GLM","Lg",14.7833913029111
"522","PstI.TP1175096",11,8274,0.0000122134431155742,0.0573958179852423,124,0.187791943997304,0.335588273717143,0.0210215009164567,-0.224798715273117,0.0210215009164567,"124+36088im","PS_Y","GAPIT","GLM","Lg",14.7796329719839
"523","NsiI.TP312081",4,53667684,0.0000125440870663861,0.139191301285732,124,0.187791943997304,0.33516038982252,0.0210215009164567,0.0896447249516817,0.0210215009164567,"124+36088im","PS_Y","GAPIT","GLM","Lg",14.7368445825216
"524","NsiI.TP616628",8,62167326,0.0000128209199764926,0.242533278417097,124,0.187791943997304,0.33481090754724,0.0210215009164567,-0.203125106360329,0.0210215009164567,"124+36088im","PS_Y","GAPIT","GLM","Lg",14.7018963549936
"525","PstI.TP415346",9,50139927,0.0000139877077638201,0.129032258064516,124,0.187791943997304,0.333418011280301,0.0215855014985916,-0.142939405622008,0.0215855014985916,"124+36088im","PS_Y","GAPIT","GLM","Lg",14.5626067282997
"526","PstI.TP299726",9,2970040,0.0000163926577270775,0.155926052745065,124,0.187791943997304,0.330887416738926,0.0238913879340084,0.183514574211777,0.0238913879340084,"124+36088im","PS_Y","GAPIT","GLM","Lg",14.3095472741622
"527","NsiI.TP44353",1,4593181,0.0000177351138220087,0.197430067537594,124,0.187791943997304,0.329635074028441,0.0244875250529776,0.291429158437245,0.0244875250529777,"124+36088im","PS_Y","GAPIT","GLM","Lg",14.1843130031137
"528","PstI.TP302415",11,2390,0.0000189203518850872,0.10732884765715,124,0.187791943997304,0.328607382940934,0.0248178255676688,0.132081434074226,0.0248178255676689,"124+36088im","PS_Y","GAPIT","GLM","Lg",14.081543894363
"529","PstI.TP434991",9,46360203,0.0000206389671800103,0.0984990458437633,124,0.187791943997304,0.327228443558622,0.0257829840476376,-0.142305758324538,0.0257829840476376,"124+36088im","PS_Y","GAPIT","GLM","Lg",13.9436499561318
"530","NsiI.TP494652",6,61215782,0.0000217144212274041,0.103447751527614,124,0.187791943997304,0.326423993272318,0.0258934602945327,0.169299480178327,0.0258934602945327,"124+36088im","PS_Y","GAPIT","GLM","Lg",13.8632049275014
"531","NsiI.TP279529",11,12227,0.0000237853298426086,0.0785995244153468,124,0.187791943997304,0.324983558910014,0.0271297540474345,0.125853320388376,0.0271297540474345,"124+36088im","PS_Y","GAPIT","GLM","Lg",13.719161491271
"532","GFSSContig18299_1838",4,12995724,0.0000269596994435709,0.450975715591436,124,0.187791943997304,0.32300721807772,0.0289872206648736,0.196394976002375,0.0289872206648736,"124+36088im","PS_Y","GAPIT","GLM","Lg",13.5215274080416
"533","NsiI.TP693646",11,17663,0.000027623714135162,0.0834363481523253,124,0.187791943997304,0.322623981054658,0.0289872206648736,0.209487791529106,0.0289872206648736,"124+36088im","PS_Y","GAPIT","GLM","Lg",13.4832037057354
"534","PstI.TP810546",7,53213668,0.0000297762152337387,0.0674085581549489,124,0.187791943997304,0.321443394927588,0.0292709185906495,0.297539123646224,0.0292709185906495,"124+36088im","PS_Y","GAPIT","GLM","Lg",13.3651450930284
"535","PstI.TP288023",11,2288,0.00003012559281648,0.137699734508583,124,0.187791943997304,0.321260031062536,0.0292709185906495,-0.229975782629986,0.0292709185906495,"124+36088im","PS_Y","GAPIT","GLM","Lg",13.3468087065232
"536","PstI.TP1206996",11,8508,0.000031417393846589,0.489445418767008,124,0.187791943997304,0.320600429677767,0.0294358539346934,-0.110437875811065,0.0294358539346934,"124+36088im","PS_Y","GAPIT","GLM","Lg",13.2808485680463
"537","PstI.TP896832",11,6251,0.000032548408293976,0.153446493526394,124,0.187791943997304,0.320045291586375,0.0294439635580747,-0.0916277464007325,0.0294439635580747,"124+36088im","PS_Y","GAPIT","GLM","Lg",13.2253347589071
"538","PstI.TP114440",6,51936004,0.0000352157877786202,0.166757546810933,124,0.187791943997304,0.318810469447334,0.0297753864368705,-0.146892946779761,0.0297753864368705,"124+36088im","PS_Y","GAPIT","GLM","Lg",13.101852545003
"539","PstI.TP63042",9,59079217,0.0000360779576420932,0.0788664365970586,124,0.187791943997304,0.3184317044182,0.0297753864368705,0.113911032525931,0.0297753864368705,"124+36088im","PS_Y","GAPIT","GLM","Lg",13.0639760420896
"540","NsiI.TP618185",11,16758,0.0000382864495704575,0.0765842559740216,124,0.187791943997304,0.317502163541175,0.0297753864368705,0.132904084722705,0.0297753864368705,"124+36088im","PS_Y","GAPIT","GLM","Lg",12.9710219543871
"541","NsiI.TP245242",10,15872817,0.0000393310717112901,0.123014627526637,124,0.187791943997304,0.317081412839433,0.0297753864368705,0.118107334804018,0.0297753864368705,"124+36088im","PS_Y","GAPIT","GLM","Lg",12.9289468842129
"542","PstI.TP58404",11,487,0.0000403938395838536,0.149629891474804,124,0.187791943997304,0.31666491394507,0.0297753864368705,-0.229449821560331,0.0297753864368705,"124+36088im","PS_Y","GAPIT","GLM","Lg",12.8872969947766
"543","PstI.TP212989",4,53734894,0.0000412539115368701,0.13437628848285,124,0.187791943997304,0.316335969470516,0.0297753864368705,0.0824220691141044,0.0297753864368705,"124+36088im","PS_Y","GAPIT","GLM","Lg",12.8544025473212
