"","SNP","Chromosome","Position","Trait.name","Method","QTN.effect","LOD.score","PVE","MAF","Genotype.for.code.1","Var_error","Var_phen..total.","Software","Ind.SNP","PS","P.value"
"297","NsiI.TP156555",11,10854,"fprinM","ISIS EM-BLASSO",-0.03,6.163,6.5147,0.2802,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000996552080134768
"298","NsiI.TP652578",11,17171,"fprinM","ISIS EM-BLASSO",-0.0312,4.7644,10.5813,0.1509,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000281319605679996
"299","NsiI.TP767179",11,18585,"fprinM","ISIS EM-BLASSO",0.0456,8.8542,22.7703,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000000170922800523433
"300","PstI.TP166501",1,18793961,"FNMain","mrMLM",-1.1104,6.746,0,0.1518,"A",0.7389,2.2344,"mrMLMM","F116+36088im","PS_Y",0.0000000249459472694296
"301","PstI.TP219830",2,76708479,"FNMain","mrMLM",-2.0465,3.5057,14.4912,0.0223,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000058708366939627
"302","PstI.TP651320",5,35481232,"FNMain","mrMLM",-1.0547,4.6517,22.9381,0.2589,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000368722805887122
"303","NsiI.TP130440",5,64727219,"FNMain","mrMLM",-1.0815,5.8015,21.9791,0.1696,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000235667665631813
"304","PstI.TP934678",8,12192398,"FNMain","mrMLM",-0.7997,5.3263,12.0176,0.4107,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000073248713266504
"305","PstI.TP670583",10,60567004,"FNMain","mrMLM",0.8045,4.894,13.3337,0.1562,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000206157908695264
"306","PstI.TP55941",6,51146867,"FNMain","FASTmrMLM",-0.7327,4.5875,23.6652,0.2456,"C",1.2411,2.2344,"mrMLMM","F116+36088im","PS_Y",0.00000430130263382137
"307","NsiI.TP613667",10,12349055,"FNMain","FASTmrMLM",-0.6533,3.3132,1.9578,0.1623,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000938209875556287
"308","PstI.TP55941",6,51146867,"FNMain","pLARmEB",-0.6487,3.5989,13.6809,0.2456,"C",1.3854,2.2344,"mrMLMM","F116+36088im","PS_Y",0.0000468166139724364
"309","PstI.TP166501",1,18793961,"FNMain","ISIS EM-BLASSO",-0.7601,4.7864,0,0.1535,"A",0.8772,2.2344,"mrMLMM","F116+36088im","PS_Y",0.00000266808708115436
"310","NsiI.TP661879",3,73421724,"FNMain","ISIS EM-BLASSO",0.3862,3.3326,4.6627,0.4605,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000894746483052804
"311","PstI.TP651320",5,35481232,"FNMain","ISIS EM-BLASSO",-0.7225,3.993,18.3509,0.2588,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000180218761166405
"312","NsiI.TP130440",5,64727219,"FNMain","ISIS EM-BLASSO",-1.0306,7.9256,34.0309,0.1667,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000000152862162802727
"313","NsiI.TP370001",6,30938923,"FNMain","ISIS EM-BLASSO",-0.8791,4.8595,5.4202,0.0702,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000223923668251236
"314","PstI.TP434866",6,3914949,"FNsmall","FASTmrMLM",0.2807,3.3561,12.1509,0.1579,"A",0.2857,0.5684,"mrMLMM","F116+36088im","PS_Y",0.0000845084234919652
"315","PstI.TP676397",7,3778096,"FNsmall","FASTmrMLM",-0.5402,6.283,9.3955,0.0746,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000074920384921275
"316","PstI.TP1053156",11,7312,"FNsmall","FASTmrMLM",-0.4495,5.6209,28.1818,0.1491,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000362493313460957
"317","PstI.TP434866",6,3914949,"FNsmall","pLARmEB",0.3037,4.1118,11.2152,0.1579,"A",0.265,0.5684,"mrMLMM","F116+36088im","PS_Y",0.0000135269535901304
"318","PstI.TP676397",7,3778096,"FNsmall","pLARmEB",-0.5321,6.6118,7.1835,0.0746,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000034308363277495
"319","PstI.TP483931",10,44671427,"FNsmall","pLARmEB",-0.187,3.0218,3.0462,0.3114,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000191205332460453
"320","PstI.TP1053156",11,7312,"FNsmall","pLARmEB",-0.4186,5.2194,19.2658,0.1491,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000945801503371012
"321","PstI.TP188641",3,6088178,"FNsmall","ISIS EM-BLASSO",0.4612,4.118,3.7,0.1447,"A",0.3192,0.5684,"mrMLMM","F116+36088im","PS_Y",0.0000133260058627758
"322","PstI.TP788306",11,5450,"FNsmall","ISIS EM-BLASSO",0.387,7.4205,25.2997,0.3509,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000000504661297563528
"323","PstI.TP921033",11,6440,"FNsmall","ISIS EM-BLASSO",-0.2923,3.4653,13.5015,0.1842,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000647738930695635
"324","NsiI.TP697010",11,17706,"FNsmall","ISIS EM-BLASSO",0.1772,3.5616,3.3207,0.2675,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000512507234231176
"325","NsiI.TP766568",1,13943502,"HD_1","mrMLM",-0.0376,5.3506,13.2699,0.4693,"C",0.0021,0.0094,"mrMLMM","F116+36088im","PS_Y",0.000000691194064398049
"326","NsiI.TP30868",1,51136397,"HD_1","mrMLM",-0.0481,4.7111,4.8308,0.1009,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000319668615426732
"327","PstI.TP513949",3,61369495,"HD_1","mrMLM",0.0261,3.0812,7.2179,0.3421,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000165348401217115
"328","NsiI.TP388861",4,53760575,"HD_1","mrMLM",-0.0359,4.3768,11.7682,0.1974,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000714002939927844
"329","PstI.TP133136",5,65324990,"HD_1","mrMLM",0.0475,8.064,8.906,0.193,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000000110255433210223
"330","PstI.TP532426",7,64966356,"HD_1","mrMLM",0.0275,4.233,6.5498,0.4561,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000100971777124234
"331","PstI.TP210905",2,72650615,"HD_1","FASTmrMLM",0.0244,3.5538,4.8743,0.181,"C",0.0026,0.0094,"mrMLMM","F116+36088im","PS_Y",0.000052239618899912
"332","PstI.TP705829",6,58061911,"HD_1","FASTmrMLM",-0.000011937,3.0715,0.00000034387,0.0991,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000169316779751001
"333","PstI.TP125419",10,50424324,"HD_1","FASTmrMLM",-0.0258,4.9949,2.2399,0.2241,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000161882536264211
"334","PstI.TP115244",11,953,"HD_1","FASTmrMLM",0.0267,5.2918,5.2604,0.4397,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000079542639814536
"335","PstI.TP219629",11,1793,"HD_1","FASTmrMLM",0.029,4.4689,1.4787,0.125,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000572136954652327
"336","NsiI.TP495572",11,15165,"HD_1","FASTmrMLM",0.0176,3.7736,3.1133,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000306478490537003
"337","PstI.TP513949",3,61369495,"HD_1","pLARmEB",0.0191,3.1979,3.5931,0.3448,"A",0.0029,0.0094,"mrMLMM","F116+36088im","PS_Y",0.000124308263584462
"338","PstI.TP133136",5,65324990,"HD_1","pLARmEB",0.0296,3.4642,3.2323,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000649531174438762
"339","PstI.TP1020545",11,7078,"HD_1","pLARmEB",0.0217,3.2486,3.9874,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000109824693524002
"340","NsiI.TP767179",11,18585,"HD_1","pLARmEB",0.0353,4.8422,12.1938,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000233399542271947
"341","NsiI.TP783625",1,49738878,"HD_1","ISIS EM-BLASSO",-0.0257,5.2833,6.8988,0.3017,"C",0.002,0.0094,"mrMLMM","F116+36088im","PS_Y",0.000000811895248935676
"342","PstI.TP661215",3,54129611,"HD_1","ISIS EM-BLASSO",0.0264,4.0153,7.3391,0.2198,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000170765447281388
"343","PstI.TP125419",10,50424324,"HD_1","ISIS EM-BLASSO",-0.0318,5.8239,3.3872,0.2241,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000223408658105638
"344","PstI.TP219629",11,1793,"HD_1","ISIS EM-BLASSO",0.039,6.2064,2.676,0.125,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000898876445170909
"345","PstI.TP1020545",11,7078,"HD_1","ISIS EM-BLASSO",0.0323,8.7328,9.5085,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000000022756213516313
"346","PstI.TP1078392",11,7528,"HD_1","ISIS EM-BLASSO",0.0174,3.301,2.9032,0.3491,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000966495864314213
"347","NsiI.TP156555",11,10854,"HD_1","ISIS EM-BLASSO",-0.0333,7.184,7.7229,0.2802,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000088328326049182
"348","NsiI.TP767179",11,18585,"HD_1","ISIS EM-BLASSO",0.038,7.5884,15.2154,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000000339234489541443
"349","NsiI.TP766568",1,13943502,"FD_1","mrMLM",-0.0411,4.9085,13.1549,0.4693,"C",0.0026,0.0113,"mrMLMM","F116+36088im","PS_Y",0.00000199113176123851
"350","PstI.TP661215",3,54129611,"FD_1","mrMLM",0.0436,3.9192,16.5739,0.2149,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000215426933740424
"351","NsiI.TP388861",4,53760575,"FD_1","mrMLM",-0.0456,5.0723,15.6723,0.1974,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000134493098768813
"352","PstI.TP133136",5,65324990,"FD_1","mrMLM",0.0551,9.0881,9.9225,0.193,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000000985144642804033
"353","PstI.TP532426",7,64966356,"FD_1","mrMLM",0.0307,3.3499,6.7785,0.4561,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000857827569882808
"354","PstI.TP1282314",9,15059279,"FD_1","mrMLM",0.0369,4.1177,11.694,0.1623,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000133352143216332
"355","PstI.TP661215",3,54129611,"FD_1","FASTmrMLM",0.0371,5.8787,12.0249,0.2198,"A",0.0022,0.0113,"mrMLMM","F116+36088im","PS_Y",0.00000019606496672266
"356","PstI.TP133136",5,65324990,"FD_1","FASTmrMLM",0.0278,4.0753,2.5351,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000147706633533782
"357","NsiI.TP469438",6,52124718,"FD_1","FASTmrMLM",-0.0466,5.5254,12.5831,0.056,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000455302463346001
"358","PstI.TP1282314",9,15059279,"FD_1","FASTmrMLM",0.0318,6.3668,8.6871,0.1595,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000613903345360935
"359","PstI.TP125419",10,50424324,"FD_1","FASTmrMLM",-0.041,9.2366,4.6726,0.2241,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000000694384471240981
"360","PstI.TP219629",11,1793,"FD_1","FASTmrMLM",0.0236,3.2782,0.8134,0.125,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000102164496735586
"361","PstI.TP1020545",11,7078,"FD_1","FASTmrMLM",0.0214,4.315,3.4626,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000828705077906983
"362","NsiI.TP276353",11,12193,"FD_1","FASTmrMLM",0.0297,6.1739,3.8987,0.2026,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000971180603383294
"363","NsiI.TP434835",11,14151,"FD_1","FASTmrMLM",0.0227,5.0307,2.9844,0.2931,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000148559353234947
"364","PstI.TP133136",5,65324990,"FD_1","pLARmEB",0.0346,5.0217,3.7647,0.194,"C",0.0035,0.0113,"mrMLMM","F116+36088im","PS_Y",0.00000151809867075721
"365","PstI.TP1020545",11,7078,"FD_1","pLARmEB",0.0237,3.4929,4.092,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000605619708727758
"366","NsiI.TP495572",11,15165,"FD_1","pLARmEB",0.0253,3.2799,5.1186,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00010174193661806
"367","PstI.TP133136",5,65324990,"FD_1","ISIS EM-BLASSO",0.0324,4.633,3.4396,0.194,"C",0.0029,0.0113,"mrMLMM","F116+36088im","PS_Y",0.00000385655917891393
"368","PstI.TP1282314",9,15059279,"FD_1","ISIS EM-BLASSO",0.0325,5.7207,9.1059,0.1595,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000285759054337495
"369","PstI.TP125419",10,50424324,"FD_1","ISIS EM-BLASSO",-0.0261,3.3462,1.8882,0.2241,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000865565623862656
"370","NsiI.TP156555",11,10854,"FD_1","ISIS EM-BLASSO",-0.0277,4.2301,4.436,0.2802,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000101671680046638
"371","NsiI.TP767179",11,18585,"FD_1","ISIS EM-BLASSO",0.0226,4.2967,4.4435,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000865964323360065
"372","NsiI.TP388861",4,53760575,"HD_50","mrMLM",-0.1367,3.0033,18.6597,0.1974,"A",0.0285,0.0858,"mrMLMM","F116+36088im","PS_Y",0.000200078305215239
"373","PstI.TP133136",5,65324990,"HD_50","mrMLM",0.158,6.5254,10.8009,0.193,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000421211286754067
"374","PstI.TP532426",7,64966356,"HD_50","mrMLM",0.1052,3.8301,10.5151,0.4561,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000026723909970469
"375","NsiI.TP496851",3,61267172,"HD_50","FASTmrMLM",-0.0875,3.3832,2.2913,0.1164,"C",0.0218,0.0858,"mrMLMM","F116+36088im","PS_Y",0.0000791042832819084
"376","PstI.TP133136",5,65324990,"HD_50","FASTmrMLM",0.104,5.4437,4.6776,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000553350109215737
"377","NsiI.TP614958",6,45639721,"HD_50","FASTmrMLM",-0.075,3.3619,1.2882,0.0905,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000083310549691761
"378","PstI.TP852912",6,60106545,"HD_50","FASTmrMLM",0.0784,3.2926,6.6156,0.1336,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000986506611023099
"379","PstI.TP607810",11,4293,"HD_50","FASTmrMLM",-0.068,3.4156,5.3935,0.1422,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000730970751868601
"380","PstI.TP325669",4,67124681,"HD_50","pLARmEB",0.0936,7.2575,7.4127,0.3233,"A",0.021,0.0858,"mrMLMM","F116+36088im","PS_Y",0.00000000742335107036616
"381","PstI.TP133136",5,65324990,"HD_50","pLARmEB",0.0966,4.9592,3.7411,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000176319359682383
"382","PstI.TP187918",11,1532,"HD_50","pLARmEB",0.079,4.5382,5.8586,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000484283865227852
"383","PstI.TP874146",11,6098,"HD_50","pLARmEB",0.1397,4.1382,8.3907,0.056,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000126911214444519
"384","PstI.TP1020545",11,7078,"HD_50","pLARmEB",0.0561,3.1307,2.9039,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000146487308661343
"385","NsiI.TP495572",11,15165,"HD_50","pLARmEB",0.1063,6.5538,11.4959,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000393731353700851
"386","NsiI.TP441453",3,57267022,"HD_50","ISIS EM-BLASSO",-0.0831,5.7642,6.7925,0.1767,"C",0.0184,0.0858,"mrMLMM","F116+36088im","PS_Y",0.000000257572800542521
"387","NsiI.TP388861",4,53760575,"HD_50","ISIS EM-BLASSO",-0.0965,5.91,9.3052,0.194,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000181970085860998
"388","PstI.TP133136",5,65324990,"HD_50","ISIS EM-BLASSO",0.1394,11.3966,8.4055,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000000000434310170886093
"389","PstI.TP532426",7,64966356,"HD_50","ISIS EM-BLASSO",0.0848,6.1976,6.8199,0.4655,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000917909786057336
"390","PstI.TP187918",11,1532,"HD_50","ISIS EM-BLASSO",0.0607,3.8107,3.7308,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000280091545538292
"391","NsiI.TP495572",11,15165,"HD_50","ISIS EM-BLASSO",0.0701,3.9354,5.395,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000207157184579336
"392","NsiI.TP388861",4,53760575,"FD_50","mrMLM",-0.1752,3.1201,19.3387,0.1974,"A",0.0451,0.1359,"mrMLMM","F116+36088im","PS_Y",0.000150314196609002
"393","PstI.TP133136",5,65324990,"FD_50","mrMLM",0.1984,6.4922,10.7421,0.193,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000455722005588647
"394","PstI.TP532426",7,64966356,"FD_50","mrMLM",0.1311,3.7839,10.296,0.4561,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000298882164695938
"395","PstI.TP133136",5,65324990,"FD_50","FASTmrMLM",0.1389,3.4197,5.264,0.194,"C",0.0518,0.1359,"mrMLMM","F116+36088im","PS_Y",0.000072376903707453
"396","PstI.TP513949",3,61369495,"FD_50","pLARmEB",0.0778,3.2797,3.8317,0.3448,"A",0.0358,0.1359,"mrMLMM","F116+36088im","PS_Y",0.000101788801301542
"397","PstI.TP325669",4,67124681,"FD_50","pLARmEB",0.0842,4.4703,3.518,0.3233,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000570164272280748
"398","PstI.TP133136",5,65324990,"FD_50","pLARmEB",0.1223,4.7759,3.5154,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000273652865419247
"399","PstI.TP187918",11,1532,"FD_50","pLARmEB",0.0788,3.1025,3.4196,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00015692784107178
"400","PstI.TP874146",11,6098,"FD_50","pLARmEB",0.167,3.0733,7.0361,0.056,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000168577651782898
"401","NsiI.TP495572",11,15165,"FD_50","pLARmEB",0.1296,6.3031,10.0221,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000714167364109734
"402","PstI.TP133136",5,65324990,"FD_50","ISIS EM-BLASSO",0.1272,4.4502,4.4166,0.194,"C",0.039,0.1359,"mrMLMM","F116+36088im","PS_Y",0.0000059841159506032
"403","PstI.TP532426",7,64966356,"FD_50","ISIS EM-BLASSO",0.0792,3.5163,3.7546,0.4655,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000572136954652327
"404","PstI.TP187918",11,1532,"FD_50","ISIS EM-BLASSO",0.058,3.5075,2.1488,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000584520840358855
"405","NsiI.TP156555",11,10854,"FD_50","ISIS EM-BLASSO",-0.0936,3.9022,4.2281,0.2802,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000224439865617831
"406","NsiI.TP495572",11,15165,"FD_50","ISIS EM-BLASSO",0.1135,5.6974,8.9269,0.2328,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000302064717004684
"407","PstI.TP661215",3,54129611,"HW_1","FASTmrMLM",0.0028,7.3963,15.0039,0.2198,"A",0,0.0001,"mrMLMM","F116+36088im","PS_Y",0.00000000534441285574394
"408","PstI.TP133136",5,65324990,"HW_1","FASTmrMLM",0.0021,3.9478,3.3208,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000201001824711369
"409","NsiI.TP469438",6,52124718,"HW_1","FASTmrMLM",-0.0023,4.3645,7.0363,0.056,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000735529337867272
"410","PstI.TP1282314",9,15059279,"HW_1","FASTmrMLM",0.0021,7.29,8.0252,0.1595,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000000687226661584248
"411","PstI.TP125419",10,50424324,"HW_1","FASTmrMLM",-0.0023,8.1555,3.3483,0.2241,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000000888177976319246
"412","PstI.TP187918",11,1532,"HW_1","FASTmrMLM",0.0007,3.483,0.8215,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000620440301191381
"413","PstI.TP219629",11,1793,"HW_1","FASTmrMLM",0.0013,3.3435,0.5245,0.125,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000871364775881218
"414","PstI.TP1020545",11,7078,"HW_1","FASTmrMLM",0.0017,5.2059,4.5803,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000097678729019269
"415","NsiI.TP276353",11,12193,"HW_1","FASTmrMLM",0.0017,6.3504,2.7005,0.2026,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000638263486190548
"416","NsiI.TP434835",11,14151,"HW_1","FASTmrMLM",0.0016,5.0628,3.1512,0.2931,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000137594159606339
"417","PstI.TP640960",1,80209769,"HW_1","pLARmEB",0.00003211,4.8792,0.0002,0.0388,"C",0,0.0001,"mrMLMM","F116+36088im","PS_Y",0.0000021359938601898
"418","PstI.TP133136",5,65324990,"HW_1","pLARmEB",0.0024,5.2736,4.228,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000830806718701915
"419","PstI.TP874146",11,6098,"HW_1","pLARmEB",0.0009,3.3014,0.5626,0.056,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000096560609854155
"420","PstI.TP1020545",11,7078,"HW_1","pLARmEB",0.0018,4.8191,5.1997,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000024671752518516
"421","NsiI.TP767179",11,18585,"HW_1","pLARmEB",0.0025,3.5699,11.7304,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000502342589522387
"422","PstI.TP1282314",9,15059279,"HW_1","ISIS EM-BLASSO",0.0016,3.0905,4.7045,0.1595,"A",0,0.0001,"mrMLMM","F116+36088im","PS_Y",0.000161621822610661
"423","PstI.TP125419",10,50424324,"HW_1","ISIS EM-BLASSO",-0.0022,3.3669,2.9509,0.2241,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000823000312277345
"424","PstI.TP219629",11,1793,"HW_1","ISIS EM-BLASSO",0.002,4.3872,1.3496,0.125,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000696466128393888
"425","NsiI.TP156555",11,10854,"HW_1","ISIS EM-BLASSO",-0.002,3.8078,5.2648,0.2802,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000282097995366343
"426","NsiI.TP766568",1,13943502,"FW_1","mrMLM",-0.0033,3.9749,11.1276,0.4693,"C",0,0.0001,"mrMLMM","F116+36088im","PS_Y",0.0000188278183673468
"427","PstI.TP513949",3,61369495,"FW_1","mrMLM",0.003,3.9097,10.7972,0.3421,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000220444871645106
"428","NsiI.TP388861",4,53760575,"FW_1","mrMLM",-0.0034,3.7737,11.8948,0.1974,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000306337384469643
"429","PstI.TP133136",5,65324990,"FW_1","mrMLM",0.0042,6.0699,7.6422,0.193,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000124365522838814
"430","PstI.TP532426",7,64966356,"FW_1","mrMLM",0.0032,5.4361,9.6685,0.4561,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000563507888400139
"431","PstI.TP210905",2,72650615,"FW_1","FASTmrMLM",0.0022,4.3456,4.5927,0.181,"C",0,0.0001,"mrMLMM","F116+36088im","PS_Y",0.00000769839161929436
"432","PstI.TP661215",3,54129611,"FW_1","FASTmrMLM",0.004,9.1622,18.91,0.2198,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000000827370439016575
"433","PstI.TP133136",5,65324990,"FW_1","FASTmrMLM",0.0015,3.4907,1.0357,0.194,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000060897575146773
"434","PstI.TP1282314",9,15059279,"FW_1","FASTmrMLM",0.0015,3.5993,2.493,0.1595,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000467735141287198
"435","PstI.TP125419",10,50424324,"FW_1","FASTmrMLM",-0.0027,5.6659,2.7784,0.2241,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000325611698704853
"436","PstI.TP115244",11,953,"FW_1","FASTmrMLM",0.0006,3.6883,0.3243,0.4397,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000376877317445348
"437","PstI.TP187918",11,1532,"FW_1","FASTmrMLM",0.001,4.0962,0.9911,0.25,"G",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000140442968357795
"438","PstI.TP219629",11,1793,"FW_1","FASTmrMLM",0.0021,4.3466,0.8706,0.125,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000767891747023144
"439","PstI.TP1020545",11,7078,"FW_1","FASTmrMLM",0.0024,7.0962,6.0466,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.00000001087677137631
"440","NsiI.TP276353",11,12193,"FW_1","FASTmrMLM",0.0021,6.3869,2.5048,0.2026,"C",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.0000000585194182378081
"441","NsiI.TP434835",11,14151,"FW_1","FASTmrMLM",0.0023,6.1408,4.049,0.2931,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000000105050953825466
"442","NsiI.TP767179",11,18585,"FW_1","FASTmrMLM",0.0009,3.1268,1.0376,0.2328,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000147876785008306
"443","PstI.TP133136",5,65324990,"FW_1","pLARmEB",0.0026,3.7878,2.6476,0.194,"C",0,0.0001,"mrMLMM","F116+36088im","PS_Y",0.0000296073815174743
"444","PstI.TP1020545",11,7078,"FW_1","pLARmEB",0.0017,3.0185,2.5784,0.3405,"A",NA,NA,"mrMLMM","F116+36088im","PS_Y",0.000192796879330571
