"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","PVE"
"1346","NsiI.TP646964","HD_1",2165,6,53312727,0.0000410366990116172,0.0937911613457536,106,NA,NA,0.0322375839020748,NA,0.0322375839020748,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.01402863798402"
"1347","NsiI.TP646964","HW_1",2321,6,53312727,0.00000359900288676238,0.0937911613457536,106,NA,NA,0.00946939954529892,NA,0.00946939954529892,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.93018400605194"
"1348","NsiI.TP652320","FD_1",132,10,54138549,0.00000108263405912899,0.10624418832576,106,NA,NA,0.00572055627212217,NA,0.00572055627212218,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.45641942373665"
"1349","NsiI.TP652320","FM_50",343,10,54138549,0.0000013351978368734,0.10624418832576,106,NA,NA,0.00583793000875612,NA,0.00583793000875613,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.02816882409168"
"1350","NsiI.TP652320","fprinGW",2869,10,54138549,0.00000183471738021124,0.10624418832576,106,NA,NA,0.00601649696905771,NA,0.00601649696905771,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.23054708174456"
"1351","NsiI.TP652320","fprinW",3018,10,54138549,0.00000743347680218525,0.10624418832576,106,NA,NA,0.0104345249094984,NA,0.0104345249094984,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.25979194224119"
"1352","NsiI.TP652320","FW_1",499,10,54138549,0.0000354635040025628,0.10624418832576,106,NA,NA,0.0397997798708489,NA,0.0397997798708489,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.43515850269382"
"1353","NsiI.TP652320","FW_50",546,10,54138549,0.00000726771577666161,0.10624418832576,106,NA,NA,0.0103507554780676,NA,0.0103507554780676,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.27003581249485"
"1354","NsiI.TP652320","GFW_1",726,10,54138549,0.0000194394244128303,0.10624418832576,106,NA,NA,0.00894690982537173,NA,0.00894690982537176,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.71607914804219"
"1355","NsiI.TP652320","GFW_50",1059,10,54138549,0.0000479570692920974,0.10624418832576,106,NA,NA,0.0182647780624141,NA,0.0182647780624141,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.28722661258775"
"1356","NsiI.TP652320","GHW_50",1834,10,54138549,0.00000584539053141819,0.10624418832576,106,NA,NA,0.0102231983467483,NA,0.0102231983467483,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.09594082335342"
"1357","NsiI.TP652320","HD_1",2154,10,54138549,0.0000143427892870434,0.10624418832576,106,NA,NA,0.0171031242798317,NA,0.0171031242798317,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.36647933462731"
"1358","NsiI.TP652320","HW_1",2316,10,54138549,0.000000846932828283249,0.10624418832576,106,NA,NA,0.00445173571100199,NA,0.00445173571100199,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.1764851724662"
"1359","NsiI.TP652320","HW_50",2380,10,54138549,0.0000425578928486449,0.10624418832576,106,NA,NA,0.0484912347291467,NA,0.0484912347291467,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.22699256992051"
"1360","NsiI.TP656596","GS",1932,11,17207,0.0000000000604842536282155,0.484382475695238,114,NA,NA,0.000000264457318280434,NA,0.000000264457318280434,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.22967203372911"
"1361","NsiI.TP657474","Lg",2736,11,17210,0.000544085751246676,0.0580834677515697,114,NA,NA,0.0423547347127754,NA,0.0423547347127754,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.319103358207464"
"1362","NsiI.TP659581","fprinGW",2999,3,70887842,0.000262724768069814,0.188826000120936,106,NA,NA,0.0494831327664948,NA,0.0494831327664947,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.586687422471776"
"1363","NsiI.TP659581","fprinW",3101,3,70887842,0.000141035263009155,0.188826000120936,106,NA,NA,0.03737292009881,NA,0.0373729200988098,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.634195471182875"
"1364","NsiI.TP659581","FW_50",633,3,70887842,0.000159275742496842,0.188826000120936,106,NA,NA,0.0401773060448284,NA,0.0401773060448284,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.631582520658967"
"1365","NsiI.TP659581","GFW_1",849,3,70887842,0.000191306955625818,0.188826000120936,106,NA,NA,0.0276170924590587,NA,0.0276170924590587,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.702232340028494"
"1366","NsiI.TP659581","GFW_50",1065,3,70887842,0.0000538327538735348,0.188826000120936,106,NA,NA,0.019084438717815,NA,0.019084438717815,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.50199943577435"
"1367","NsiI.TP659581","GHW_1",1214,3,70887842,0.0000150956872995985,0.188826000120936,106,NA,NA,0.014928679400483,NA,0.014928679400483,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.877430964025966"
"1368","NsiI.TP659581","HM_1",2304,3,70887842,0.000172186654894264,0.188826000120936,106,NA,NA,0.0467403189747267,NA,0.0467403189747268,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.485442394014467"
"1369","NsiI.TP659581","Lg",2732,3,70887842,0.000530090861498028,0.188826000120936,114,NA,NA,0.0416540265220044,NA,0.0416540265220044,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.596407836721497"
"1370","NsiI.TP662609","GHW_1",1492,3,54492130,0.00036645709278509,0.368678397009547,106,NA,NA,0.0319340033951232,NA,0.0319340033951232,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0531542658022087"
"1371","NsiI.TP662709","Lg",2761,11,17236,0.000676925618334052,0.194344708589597,114,NA,NA,0.0490565377662307,NA,0.0490565377662307,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.019358225806052"
"1372","NsiI.TP663562","ADD",8,11,17249,0.0000133607520272907,0.477898051190813,112,NA,NA,0.0410920848788511,NA,0.041092084878851,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.883817242509005"
"1373","NsiI.TP667985","GS",1966,11,17319,0.00000171367954231828,0.0577108631959937,114,NA,NA,0.00112391672782944,NA,0.00112391672782944,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0403013050127169"
"1374","NsiI.TP668449","GS",2062,11,17325,0.0000956298023374527,0.450284228527147,114,NA,NA,0.0184467076067701,NA,0.0184467076067701,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.714266954052596"
"1375","NsiI.TP668488","FD_50",214,7,6826349,0.000046441396243942,0.153959438502381,106,NA,NA,0.0426906762218415,NA,0.0426906762218415,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00129036282286594"
"1376","NsiI.TP668488","fprind",3162,7,6826349,0.0000509017211895799,0.153959438502381,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00190696978831076"
"1377","NsiI.TP668488","GHW_1",1223,7,6826349,0.0000190690605877132,0.153959438502381,106,NA,NA,0.014928679400483,NA,0.014928679400483,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.000966755298470949"
"1378","NsiI.TP668625","FM_50",368,11,17330,0.0000162198375612204,0.0817113188899811,106,NA,NA,0.0137261683413244,NA,0.0137261683413244,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","12.6686414410147"
"1379","NsiI.TP668625","fprinGW",2899,11,17330,0.0000190083141979841,0.0817113188899811,106,NA,NA,0.0131227398597346,NA,0.0131227398597346,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","12.7977340403206"
"1380","NsiI.TP668625","fprinW",3026,11,17330,0.0000100581084742829,0.0817113188899811,106,NA,NA,0.0109943507380974,NA,0.0109943507380974,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","12.8813409074635"
"1381","NsiI.TP668625","FW_50",553,11,17330,0.0000100838807820789,0.0817113188899811,106,NA,NA,0.0110225220182108,NA,0.0110225220182107,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","13.0456552542912"
"1382","NsiI.TP668625","GFW_1",926,11,17330,0.000416994586930127,0.0817113188899811,106,NA,NA,0.0425658988074901,NA,0.0425658988074901,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","12.135173774789"
"1383","NsiI.TP669517","Lg",2765,11,17354,0.000692984940339977,0.0685536748388194,114,NA,NA,0.0494049707750877,NA,0.0494049707750877,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.0534502435844"
"1384","NsiI.TP669599","GS",2010,11,17358,0.0000156760276700405,0.0595285002877191,114,NA,NA,0.00486856622530456,NA,0.00486856622530456,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.15880611545844"
"1385","NsiI.TP670128","Lg",2633,11,17368,0.00024992467562741,0.101307189542484,114,NA,NA,0.0279797469362073,NA,0.0279797469362074,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00075358666201767"
"1386","NsiI.TP670883","GHW_1",1724,6,44550387,0.000870864686360465,0.375816993464052,106,NA,NA,0.04286353505062,NA,0.04286353505062,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.563898204526883"
"1387","NsiI.TP671047","GS",2016,10,16860433,0.0000186745938651828,0.0843396203216626,114,NA,NA,0.00544343661621339,NA,0.00544343661621339,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.495972859813283"
"1388","NsiI.TP671476","GFW_1",770,11,17388,0.0000553531765630804,0.302965307431873,106,NA,NA,0.0143775765738203,NA,0.0143775765738203,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.5011203353095"
"1389","NsiI.TP671476","GFW_50",1168,11,17388,0.000308912655351102,0.302965307431873,106,NA,NA,0.0457853932230554,NA,0.0457853932230554,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.11576013901125"
"1390","NsiI.TP671476","GHW_1",1273,11,17388,0.0000578918021096321,0.302965307431873,106,NA,NA,0.018521140689562,NA,0.0185211406895621,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.19337101587639"
"1391","NsiI.TP671726","GHW_1",1603,1,79566576,0.000575688101109298,0.434990971146012,106,NA,NA,0.0366568001080129,NA,0.0366568001080129,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.218499701637833"
"1392","NsiI.TP673363","Lg",2501,11,17414,0.0000306368663407068,0.406261240088596,114,NA,NA,0.00787968187825591,NA,0.0078796818782559,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.337338022086189"
"1393","NsiI.TP673767","GS",1992,11,17422,0.00000862270741612383,0.0503452063680215,114,NA,NA,0.00342739555082716,NA,0.00342739555082716,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.836321746900237"
"1394","NsiI.TP674601","fprinGW",2992,1,69112506,0.000250699076618534,0.242303572725163,106,NA,NA,0.0494831327664948,NA,0.0494831327664947,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.530798948952734"
"1395","NsiI.TP674601","fprinW",3067,1,69112506,0.0000655351717224987,0.242303572725163,106,NA,NA,0.0263913333916194,NA,0.0263913333916194,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.556507985883949"
"1396","NsiI.TP674601","FW_50",591,1,69112506,0.000057334697764453,0.242303572725163,106,NA,NA,0.0242599751798816,NA,0.0242599751798816,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.529460085594001"
"1397","NsiI.TP674601","GFW_50",1037,1,69112506,0.0000274425263303868,0.242303572725163,106,NA,NA,0.0150449056460705,NA,0.0150449056460705,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.608939390776636"
"1398","NsiI.TP674601","GHW_1",1264,1,69112506,0.0000493340229787976,0.242303572725163,106,NA,NA,0.0173992289077797,NA,0.0173992289077797,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.658635965721418"
"1399","NsiI.TP674601","GHW_50",1895,1,69112506,0.000116574745420145,0.242303572725163,106,NA,NA,0.0400078353401569,NA,0.0400078353401569,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.433763410519601"
"1400","NsiI.TP674601","HD_1",2193,1,69112506,0.000114094529531717,0.242303572725163,106,NA,NA,0.0490681293071323,NA,0.0490681293071322,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.64483453047999"
"1401","NsiI.TP674601","HW_1",2351,1,69112506,0.0000547682680814987,0.242303572725163,106,NA,NA,0.0368407883294882,NA,0.0368407883294881,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.619575548922225"
"1402","NsiI.TP675510","FD_50",208,11,17441,0.0000309012737794769,0.0601346669244079,106,NA,NA,0.0426665271753051,NA,0.0426665271753051,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0744155175966941"
"1403","NsiI.TP675510","FM_1",265,11,17441,0.0000474220679957154,0.0601346669244079,106,NA,NA,0.0420354037337202,NA,0.0420354037337202,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0880482981862122"
"1404","NsiI.TP675510","fprind",3155,11,17441,0.0000341020919771907,0.0601346669244079,106,NA,NA,0.044731714046481,NA,0.044731714046481,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.081326943011292"
"1405","NsiI.TP675510","GHW_1",1277,11,17441,0.0000628915600802442,0.0601346669244079,106,NA,NA,0.0190528634245816,NA,0.0190528634245816,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0725116373735956"
"1406","NsiI.TP676052","FD_1",185,4,1055463,0.000101305025958945,0.150326797385621,106,NA,NA,0.0466251938773151,NA,0.0466251938773151,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.3772659551224"
"1407","NsiI.TP676052","fprinW",3131,4,1055463,0.000235031041516224,0.150326797385621,106,NA,NA,0.0476484223068836,NA,0.0476484223068836,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","10.5942553378923"
"1408","NsiI.TP676052","FW_50",660,4,1055463,0.000232782001347248,0.150326797385621,106,NA,NA,0.0461623707607728,NA,0.0461623707607729,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","10.6777994953758"
"1409","NsiI.TP676052","GFW_1",804,4,1055463,0.0000936148229445715,0.150326797385621,106,NA,NA,0.0181013309265902,NA,0.0181013309265902,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","10.9601182114762"
"1410","NsiI.TP676052","GFW_50",1074,4,1055463,0.0000685102278592291,0.150326797385621,106,NA,NA,0.0214597376227715,NA,0.0214597376227715,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","10.2980277045352"
"1411","NsiI.TP676052","GHW_1",1450,4,1055463,0.000268272193604225,0.150326797385621,106,NA,NA,0.0271731765521747,NA,0.0271731765521747,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.1061341101783"
"1412","NsiI.TP678341","FD_1",166,2,22203749,0.0000459097870516345,0.261437908496732,106,NA,NA,0.0316946671976995,NA,0.0316946671976995,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0610737510779781"
"1413","NsiI.TP678341","fprinW",3123,2,22203749,0.000218148852082918,0.261437908496732,106,NA,NA,0.0469167871167919,NA,0.0469167871167918,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0906950115536399"
"1414","NsiI.TP678341","FW_50",655,2,22203749,0.000222984103441696,0.261437908496732,106,NA,NA,0.0459021065629339,NA,0.0459021065629338,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.104887363646991"
"1415","NsiI.TP678341","GFW_1",692,2,22203749,0.00000357218526674263,0.261437908496732,106,NA,NA,0.00407446557772722,NA,0.00407446557772722,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0288499906444064"
"1416","NsiI.TP678341","GFW_50",1173,2,22203749,0.000321000025548252,0.261437908496732,106,NA,NA,0.0459661126011163,NA,0.0459661126011163,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0988683320535816"
"1417","NsiI.TP678341","GHW_1",1543,2,22203749,0.000457868989689796,0.261437908496732,106,NA,NA,0.0341242473736424,NA,0.0341242473736424,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.075319095776526"
"1418","NsiI.TP678341","HD_1",2137,2,22203749,0.00000213470464095559,0.261437908496732,106,NA,NA,0.00900242534547103,NA,0.00900242534547103,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0858789159227923"
"1419","NsiI.TP680903","GS",2042,11,17517,0.0000575605828881615,0.0762258519025476,114,NA,NA,0.0130083169002015,NA,0.0130083169002015,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.63613356020948"
"1420","NsiI.TP681203","CmN",90,1,8181678,0.0000221150968349886,0.0529834565818746,114,NA,NA,0.0148760884710023,NA,0.0148760884710023,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.41679425743999"
"1421","NsiI.TP682001","Lg",2618,11,17541,0.000211018918237515,0.0784313725490196,114,NA,NA,0.0252779465801049,NA,0.0252779465801049,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.293394384026254"
"1422","NsiI.TP684422","FD_1",149,11,17565,0.0000161344605535675,0.24193725178699,106,NA,NA,0.0187486458475948,NA,0.0187486458475948,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.553623815086569"
"1423","NsiI.TP684422","FM_50",367,11,17565,0.0000149893428330395,0.24193725178699,106,NA,NA,0.013107680662732,NA,0.0131076806627319,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.894290663614751"
"1424","NsiI.TP684422","fprinGW",2915,11,17565,0.0000457228617253393,0.24193725178699,106,NA,NA,0.0222128436018991,NA,0.0222128436018991,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.581334963759155"
"1425","NsiI.TP684422","fprinW",3037,11,17565,0.0000214487321498371,0.24193725178699,106,NA,NA,0.0158148818203652,NA,0.0158148818203652,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.506100265031614"
"1426","NsiI.TP684422","FW_1",487,11,17565,0.0000136015456922358,0.24193725178699,106,NA,NA,0.0324384499718286,NA,0.0324384499718285,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.452136208357885"
"1427","NsiI.TP684422","FW_50",561,11,17565,0.0000169099716245495,0.24193725178699,106,NA,NA,0.0137854181372738,NA,0.0137854181372738,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.500055746384948"
"1428","NsiI.TP684422","GFW_1",723,11,17565,0.0000188720217526596,0.24193725178699,106,NA,NA,0.00894690982537173,NA,0.00894690982537176,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.399101406049188"
"1429","NsiI.TP684422","GFW_50",1054,11,17565,0.0000419493449864615,0.24193725178699,106,NA,NA,0.0174682399424576,NA,0.0174682399424576,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.586943685968444"
"1430","NsiI.TP684422","GHW_1",1507,11,17565,0.000386541784612029,0.24193725178699,106,NA,NA,0.032045516630568,NA,0.032045516630568,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.505117689457445"
"1431","NsiI.TP684422","HD_1",2161,11,17565,0.0000311863863786582,0.24193725178699,106,NA,NA,0.0273468709877945,NA,0.0273468709877945,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.617346355938462"
"1432","NsiI.TP684422","HM_1",2288,11,17565,0.000156609397060973,0.24193725178699,106,NA,NA,0.0467403189747267,NA,0.0467403189747268,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.776893481799892"
"1433","NsiI.TP684422","HW_1",2333,11,17565,0.0000215336987787623,0.24193725178699,106,NA,NA,0.0266816640853151,NA,0.0266816640853152,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.538809917248409"
"1434","NsiI.TP684422","HW_50",2388,11,17565,0.0000588732983394119,0.24193725178699,106,NA,NA,0.0484912347291467,NA,0.0484912347291467,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.518159529058388"
"1435","NsiI.TP685628","GHW_1",1423,11,17581,0.000215078417550112,0.417538026576543,106,NA,NA,0.0243205483017657,NA,0.0243205483017657,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.269309413366601"
"1436","NsiI.TP685628","Lg",2678,11,17581,0.000355568187234879,0.417538026576543,114,NA,NA,0.0334336051036552,NA,0.0334336051036552,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.063143801404231"
"1437","NsiI.TP689875","AIL",22,11,17622,0.00000230082600741932,0.448546320993532,114,NA,NA,0.0100599782464397,NA,0.0100599782464397,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.209226112818078"
"1438","NsiI.TP689875","FD_1",135,11,17622,0.00000153904827627349,0.448546320993532,106,NA,NA,0.0057679132113941,NA,0.00576791321139411,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","10.0943839714924"
"1439","NsiI.TP689875","FD_50",191,11,17622,0.00000171456034435868,0.448546320993532,106,NA,NA,0.0214342856565289,NA,0.0214342856565289,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.260522094436"
"1440","NsiI.TP689875","FM_1",238,11,17622,0.00000551847844720621,0.448546320993532,106,NA,NA,0.0420354037337202,NA,0.0420354037337202,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.06445072668775"
"1441","NsiI.TP689875","FM_50",339,11,17622,0.000000348521193007617,0.448546320993532,106,NA,NA,0.0029828558697875,NA,0.0029828558697875,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.92302718299112"
"1442","NsiI.TP689875","fprind",3137,11,17622,0.00000196878038135332,0.448546320993532,106,NA,NA,0.0215499170130792,NA,0.0215499170130792,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.1117130562617"
"1443","NsiI.TP689875","fprinGW",2866,11,17622,0.000000633082377670472,0.448546320993532,106,NA,NA,0.00332165661916143,NA,0.00332165661916143,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.4891650949363"
"1444","NsiI.TP689875","fprinW",3006,11,17622,0.000000576931291826187,0.448546320993532,106,NA,NA,0.00318621969931052,NA,0.00318621969931052,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.3149288169018"
"1445","NsiI.TP689875","FW_1",479,11,17622,0.00000154467702932613,0.448546320993532,106,NA,NA,0.0135076857291139,NA,0.0135076857291139,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","10.3905007320134"
"1446","NsiI.TP689875","FW_50",531,11,17622,0.000000469628729235221,0.448546320993532,106,NA,NA,0.0028722173011824,NA,0.00287221730118239,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.3918765978217"
"1447","NsiI.TP689875","GFW_1",671,11,17622,0.00000000669045637505303,0.448546320993532,106,NA,NA,0.0000877587162715707,NA,0.0000877587162715706,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","10.605307446428"
"1448","NsiI.TP689875","GFW_50",992,11,17622,0.000000023635440614731,0.448546320993532,106,NA,NA,0.000620052149086854,NA,0.000620052149086853,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.4123766940562"
"1449","NsiI.TP689875","GHW_1",1192,11,17622,0.0000000792991055355132,0.448546320993532,106,NA,NA,0.00208033273461865,NA,0.00208033273461865,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","10.0063657580782"
"1450","NsiI.TP689875","GHW_50",1831,11,17622,0.00000549296663919926,0.448546320993532,106,NA,NA,0.0102231983467483,NA,0.0102231983467483,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.7715314073491"
"1451","NsiI.TP689875","HD_1",2139,11,17622,0.00000243058311017074,0.448546320993532,106,NA,NA,0.00900242534547103,NA,0.00900242534547103,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.95446100774862"
"1452","NsiI.TP689875","HD_50",2204,11,17622,0.0000179579500437903,0.448546320993532,106,NA,NA,0.0428280783135268,NA,0.0428280783135268,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.0887515590758"
"1453","NsiI.TP689875","HM_1",2211,11,17622,0.00000319631414329653,0.448546320993532,106,NA,NA,0.0241476343647508,NA,0.0241476343647508,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","9.49497182220849"
"1454","NsiI.TP689875","HW_1",2314,11,17622,0.000000480636555342958,0.448546320993532,106,NA,NA,0.00445173571100199,NA,0.00445173571100199,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","10.1209086105107"
"1455","NsiI.TP689875","HW_50",2368,11,17622,0.0000130725746119711,0.448546320993532,106,NA,NA,0.0484912347291467,NA,0.0484912347291467,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","11.2157121403134"
"1456","NsiI.TP690370","Lg",2549,1,13378311,0.000091080355142774,0.0649232023245204,114,NA,NA,0.0158523700004426,NA,0.0158523700004426,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.19620391742367"
"1457","NsiI.TP690528","FD_1",165,11,17631,0.0000456263881922026,0.114771740054313,106,NA,NA,0.0316946671976995,NA,0.0316946671976995,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.024463097042174"
"1458","NsiI.TP690528","FM_50",418,11,17631,0.0000993712850430384,0.114771740054313,106,NA,NA,0.0320505888100586,NA,0.0320505888100586,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.000759446217753529"
"1459","NsiI.TP690528","fprinGW",2910,11,17631,0.0000422486023328826,0.114771740054313,106,NA,NA,0.0222128436018991,NA,0.0222128436018991,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00931667171894546"
"1460","NsiI.TP690528","fprinW",3113,11,17631,0.000178480024208898,0.114771740054313,106,NA,NA,0.0416045696703144,NA,0.0416045696703144,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00309688415670075"
"1461","NsiI.TP690528","FW_50",634,11,17631,0.000161570893178114,0.114771740054313,106,NA,NA,0.0403681029679491,NA,0.040368102967949,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00184194656281687"
"1462","NsiI.TP690528","GFW_50",1020,11,17631,0.0000173027881221541,0.114771740054313,106,NA,NA,0.0143124430713135,NA,0.0143124430713136,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0095677227188314"
"1463","NsiI.TP690528","HW_1",2353,11,17631,0.0000598540581005313,0.114771740054313,106,NA,NA,0.0382978380538863,NA,0.0382978380538863,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00185396219972202"
"1464","NsiI.TP692508","GFW_1",914,11,17652,0.000352777589944415,0.152467198188122,106,NA,NA,0.0377745603861297,NA,0.0377745603861297,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0376386681598768"
"1465","NsiI.TP692508","GHW_1",1780,11,17652,0.00106324291468626,0.152467198188122,106,NA,NA,0.0472448036128033,NA,0.0472448036128033,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0691074272935616"
"1466","NsiI.TP693777","GS",1928,1,69767711,0.00000000000000264635662019392,0.385549132476996,114,NA,NA,0.0000000000347122597870837,NA,0.0000000000347122597870836,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.71445021744783"
"1467","NsiI.TP694884","GS",2110,3,6382094,0.000275702055224765,0.176099125587892,114,NA,NA,0.0393085201998179,NA,0.0393085201998179,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.501368856597525"
"1468","NsiI.TP694893","FD_1",150,11,17684,0.0000170516760797365,0.0948315663685585,106,NA,NA,0.0187486458475948,NA,0.0187486458475948,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.1079712917969"
